plate,compound,well,site,mean_C1,std_C1,median_C1,mad_C1,mean_C2,std_C2,median_C2,mad_C2,mean_C3,std_C3,median_C3,mad_C3,mean_C4,std_C4,median_C4,mad_C4,mean_C5,std_C5,median_C5,mad_C5
P015090,CBK308923,M07,all,0.023642275377229082095,71.956961738951491725,-1.0,20.0,-0.97864566186556922744,340.42952943581508407,-4.0,28.0,0.021468235596707817281,109.81707469747739481,-2.0,28.0,0.023661222565157749576,113.16469152659810504,-2.0,29.0,0.04953356481481481499,164.57350636298642144,-3.0,23.0
P015090,CBK308923,all,all,0.029934656492912666004,73.581972227695715105,-1.0,20.0,-0.849678583676268806,396.17668781075980178,-5.0,29.0,0.026333176154549612497,118.638474654582680046,-2.0,29.0,0.032751871856424322194,127.19623803828675079,-3.0,29.0,0.061805998513946046324,164.5014845378659345,-3.0,23.0
P015090,CBK309064,C12,s2,0.05359632201646090388,90.81682179079601269,-3.0,21.0,-5.6038453789437587815,539.67362836137715476,-12.0,43.0,0.041337662894375855338,163.97628053197712461,-6.0,39.0,0.06644804526748970819,163.38480540352935577,-7.0,38.0,0.083776577503429358607,171.27794686279176517,-7.0,31.0
P015090,CBK309064,C12,s4,0.07811342592592591949,96.18560460520497202,-4.0,22.0,-0.26768947187928671116,375.14956213234160032,-11.0,44.0,0.056077031893004114504,153.36595983808285837,-5.0,39.0,0.08231545781893004343,167.68588198399612565,-7.0,37.0,0.114463305898491088386,181.25646149141795149,-7.0,31.0
P015090,CBK309064,C12,s5,0.07803540809327846883,102.83552942085890436,-5.0,23.0,-1.0928939471879286494,448.14641072466798732,-14.0,49.0,0.058255101165980795186,180.68907607807142313,-7.0,43.0,0.10806305727023320096,205.21651522714319071,-9.0,41.0,0.13145318930041152705,214.5483416224627149,-9.0,35.0
P015090,CBK309064,C12,s6,0.42712362825788752208,124.56282860522789235,-4.0,42.0,-3.2889958419067215623,477.27843923276049054,-12.0,42.0,0.03962105624142660959,166.15414375858188123,-5.0,38.0,0.046233496227709190707,171.95352145912414699,-6.0,36.0,0.07293724279835391011,178.44441520755333386,-8.0,31.0
P015090,CBK309064,C12,s8,0.07964977709190672328,121.236896511271666554,-5.0,24.0,-1.3564086076817558624,560.12997115098232825,-16.0,55.0,0.036843921467764058353,202.39887179010338514,-8.0,47.0,0.07770147462277092465,225.54785063379915755,-10.0,42.0,0.11974601337448559368,237.52704663186977996,-10.0,37.0
P015090,CBK309064,C12,all,0.14330371227709190474,107.97119641213201646,-4.0,25.0,-2.321966649519890069,484.63980161638517075,-13.0,46.0,0.046426954732510287982,174.14383917603637997,-6.0,41.0,0.07615230624142661775,188.34373697660046787,-8.0,39.0,0.10447526577503429834,198.23346866291660717,-8.0,33.0
P015090,CBK309064,H05,s2,0.12506280006858710996,147.95672697211756486,-10.0,29.0,-2.0943535665294925607,596.5341065548758479,-31.0,86.0,0.07599129801097394277,289.94428752481155698,-14.0,85.0,0.12546810699588478721,324.700303956689595,-20.0,64.0,0.15561021090534979394,316.02086786982295052,-22.0,58.0
P015090,CBK309064,H05,s4,0.086131472908093281715,139.3421947685215514,-8.0,27.0,-1.3365524262688615043,521.98263250619572773,-21.0,66.0,0.022163065843621397588,236.43722879209221333,-11.0,66.0,0.053565886488340194727,262.644683817982866,-15.0,54.0,0.13472779492455419503,290.4742756263521528,-16.0,49.0
P015090,CBK309064,H05,s5,0.07808684842249656588,156.05572130575953338,-7.0,27.0,-0.15773491083676269287,536.19205960781323483,-23.0,69.0,0.027223936899862827277,269.14682415024708462,-10.0,66.0,0.06646883573388202848,302.34689276029700977,-16.0,54.0,0.123562671467764062516,309.86276405013131807,-17.0,49.0
P015090,CBK309064,H05,s6,0.071762688614540465215,110.21756277008788061,-6.0,24.0,-3.6037352109053499838,581.26703616486156534,-25.0,65.0,0.06711891289437585395,263.86091416040909508,-16.0,71.0,0.094248971193415631564,260.44125163540263657,-18.0,62.0,0.14155264060356653744,229.85475326553083164,-16.0,44.0
P015090,CBK309064,H05,s8,0.09478737997256515835,128.48453500997266019,-8.0,27.0,-0.6507718192729766704,497.40984244621074595,-25.0,76.0,0.016095679012345678188,236.55365367892841277,-12.0,69.0,0.071167266803840875666,283.62657605785108217,-16.0,55.0,0.1189894118655692723,266.71811591889820647,-18.0,50.0
P015090,CBK309064,H05,all,0.09116623799725651067,137.3441058554950871,-8.0,27.0,-1.5686295867626887102,547.92626463576573315,-25.0,72.0,0.041718578532235942036,259.99633925800014822,-13.0,71.0,0.08218381344307269798,287.78458759234206354,-17.0,58.0,0.1348885459533607778,284.33472812818695274,-18.0,49.0
P015090,CBK309064,K02,s2,0.08566379458161865745,107.36502070315287938,-5.0,24.0,-3.5066628086419751043,600.87515410298351526,-17.0,52.0,0.07388781721536351321,257.56309587449919718,-9.0,53.0,0.12858046124828531598,290.8852810765808954,-12.0,48.0,0.1772061471193415727,255.35976982495489551,-12.0,40.0
P015090,CBK309064,K02,s4,0.07778742283950616787,102.158847416336982405,-5.0,24.0,-2.3419084362139916955,558.9064691730461618,-15.0,50.0,0.032044967421124830043,215.80235968315128048,-8.0,50.0,0.07346450617283950546,250.48250422745343258,-11.0,47.0,0.09702267661179697633,232.08679247553669711,-11.0,39.0
P015090,CBK309064,K02,s5,0.07122342249657064028,92.94761048719857399,-4.0,23.0,-0.75153120713305898715,372.10961205205347824,-15.0,47.0,0.08148105281207132511,192.15531681929243746,-8.0,48.0,0.11787980109739369661,227.89207984627142878,-10.0,44.0,0.17075167181069958455,203.93943809738985351,-10.0,36.0
P015090,CBK309064,K02,s6,0.08075038580246914066,105.64423919207094116,-6.0,25.0,-3.7093786436899862657,630.6441557623211338,-25.0,64.0,0.06413108710562413772,328.9846893370980183,-17.0,73.0,0.08614604766803840574,339.73235878234868323,-19.0,65.0,0.11643797153635115915,247.56143909798564096,-17.0,46.0
P015090,CBK309064,K02,s8,0.036873070987654320285,90.87514324451989012,-3.0,22.0,-0.8082338820301783189,347.96575862905814347,-10.0,40.0,-0.004905907064471879374,172.7260282838990122,-5.0,40.0,0.0073660408093278459743,206.70607557790316378,-7.0,39.0,0.04799339849108367334,184.86655014391217833,-7.0,33.0
P015090,CBK309064,K02,all,0.07045961934156379225,100.02193211985735388,-5.0,23.0,-2.2235429955418379855,515.8862692295156194,-16.0,50.0,0.04932780349794238517,239.9576147338424903,-9.0,51.0,0.082687371399176951003,267.3709102229639143,-11.0,47.0,0.121882373113854594604,226.33007080164910008,-11.0,38.0
P015090,CBK309064,all,all,0.10164318987197074051,116.226176612641808106,-5.0,25.0,-2.0380464106081390696,516.79715780150968385,-17.0,54.0,0.04582444558756287173,227.67215467975614729,-9.0,52.0,0.08034116369455875095,251.5157621102892449,-11.0,47.0,0.120415394947416556914,239.00351958933114815,-12.0,39.0
P015090,CBK309488,D14,s2,0.04322573731138545927,71.482934040738200565,-2.0,20.0,-1.2982956104252401097,460.49196547287436942,-8.0,32.0,0.037754629629629631038,121.09727732356950014,-4.0,31.0,0.042997256515775031382,98.54816735105391956,-4.0,31.0,0.094684713648834017974,111.35221238090618101,-5.0,24.0
P015090,CBK309488,D14,s4,0.048971836419753084213,98.98122205914280869,-2.0,21.0,-0.044326774691358025726,479.5784359997708748,-9.0,36.0,0.059198388203017829334,170.95286540022729582,-5.0,34.0,0.06362997256515774691,166.41919619016869092,-4.0,33.0,0.10178626543209876032,211.31921879868224323,-5.0,26.0
P015090,CBK309488,D14,s5,0.05118977194787380225,91.526756524496860834,-2.0,21.0,-0.116511274005486969996,404.11684478439394752,-10.0,35.0,0.05351037379972565372,134.65424046438633354,-5.0,35.0,0.056701817558299040523,123.52457087143990577,-4.0,33.0,0.109072359396433477,159.82215476227742101,-6.0,27.0
P015090,CBK309488,D14,s6,0.02796982167352537671,70.74091646652365739,-1.0,20.0,-4.753029835390946367,481.23989142329048718,-7.0,32.0,0.015872342249657063473,165.10118262024383284,-3.0,31.0,0.030956147119341564239,107.69294335893162895,-3.0,31.0,0.08690243484224965953,119.91083252944611104,-5.0,24.0
P015090,CBK309488,D14,s8,0.04423932613168723993,96.82643465150235329,-2.0,21.0,-1.7794176526063099075,541.7038569127930714,-9.0,35.0,0.03542695473251028515,156.23273434264581283,-5.0,34.0,0.040854981138545951036,151.7294472075664089,-4.0,33.0,0.07134066358024691856,216.05758639456715287,-5.0,25.0
P015090,CBK309488,D14,all,0.04311929869684499178,86.79156108726998298,-2.0,21.0,-1.5983162294238684176,475.4804597728942781,-8.0,34.0,0.04035253772290809532,150.79009661137317266,-4.0,33.0,0.047028034979423871675,132.12494513785435402,-4.0,32.0,0.092757287379972561125,169.50382758404288097,-5.0,25.0
P015090,CBK309488,G04,s2,0.03255336934156378287,89.84413904985252941,-2.0,21.0,-2.1837124914266117237,501.2581426784002474,-7.0,29.0,0.033368698559670784132,140.8723163243858778,-4.0,31.0,0.038977409122085047988,153.2350374056681801,-4.0,31.0,0.05888760288065843923,161.68659402979352535,-4.0,24.0
P015090,CBK309488,G04,s4,0.042499356995884772503,55.367677536538636218,-1.0,20.0,-0.66877786351165979806,362.42112502600053858,-4.0,27.0,0.01239390432098765385,113.444654814551171285,-2.0,28.0,0.02687049897119341696,117.945459542459772706,-2.0,29.0,0.048664266117969819103,128.33783128255907968,-2.0,22.0
P015090,CBK309488,G04,s5,0.042120627572016462736,80.09886446553848316,-2.0,21.0,-0.23771154835390945204,392.1187603011040892,-7.0,28.0,0.01876543209876543189,118.65046544685758079,-3.0,30.0,0.032128129286694104283,118.701593029785868794,-3.0,30.0,0.074438014403292174226,173.12185363430924667,-4.0,24.0
P015090,CBK309488,G04,s6,0.042891803840877915088,86.72692934514348906,-2.0,21.0,0.11824438443072701754,431.29159425578507125,-7.0,30.0,0.043824159807956106216,111.433635307823308835,-3.0,31.0,0.05143797153635116387,116.612610461923452476,-4.0,31.0,0.093710776748971200134,144.13842795742340286,-5.0,25.0
P015090,CBK309488,G04,s8,0.023847950960219480021,66.89802217666810691,-1.0,20.0,-1.5289981995884773802,420.55454004477695662,-6.0,28.0,0.032130058299039782055,119.23141916059957168,-3.0,29.0,0.034486882716049382935,118.44376141724438867,-3.0,29.0,0.06247213648834019223,109.721688906451788625,-3.0,23.0
P015090,CBK309488,G04,all,0.03678262174211248403,76.87689256778719482,-1.0,20.0,-0.90019114368998631726,424.0867959600467998,-6.0,29.0,0.028096450617283951628,121.18268785847592994,-3.0,30.0,0.03678017832647462182,125.7852154948297283,-3.0,30.0,0.067634559327846358046,145.18888830768864295,-3.0,24.0
P015090,CBK309488,M11,s2,0.04374078360768175744,74.5453917138972173,-1.0,20.0,-0.5090099879972564967,337.72555190354307797,-4.0,28.0,0.049108153292181072613,111.135928726649609644,-2.0,29.0,0.06159507887517146757,102.130652605778550424,-2.0,30.0,0.12382223079561043011,133.23306334572217224,-3.0,22.0
P015090,CBK309488,M11,s4,0.037152777777777777624,70.820716135960779525,-1.0,20.0,-0.71342978395061729113,331.0680745437960013,-4.0,29.0,0.019536608367626887711,116.10655054770982986,-2.0,29.0,0.028918467078189302039,122.101409415708388906,-2.0,30.0,0.06300540123456789543,154.68396374536189342,-2.0,21.0
P015090,CBK309488,M11,s5,0.031622085048010971364,98.16100257215128977,-1.0,21.0,0.031188914609053496746,404.84086016215240988,-5.0,28.0,0.0118126286008230444585,144.04165804507132975,-3.0,30.0,0.014738725994513032086,158.34418398601110312,-3.0,31.0,0.05160643861454046466,199.81542969503689733,-4.0,23.0
P015090,CBK309488,M11,s6,0.022485639574759946208,68.21364450253719269,-1.0,20.0,-1.2477029749657064794,334.16162467873778041,-4.0,28.0,0.007958676268861453532,103.052980037516533685,-2.0,29.0,0.012547796639231823673,89.14811646783974197,-2.0,30.0,0.038770147462277089467,103.435089939216410926,-3.0,22.0
P015090,CBK309488,M11,s8,0.031557141632373116036,56.680745408177088507,-1.0,20.0,-1.234969564471879222,354.08023879107128096,-4.0,29.0,0.030093878600823045083,125.929272642961663564,-2.0,29.0,0.03856117112482853465,94.881497393057529166,-2.0,30.0,0.070918424211248290434,127.121760873501003175,-2.0,21.0
P015090,CBK309488,M11,all,0.033311685528120714428,74.931942625989890416,-1.0,20.0,-0.734784679355281245,353.43986723884563617,-4.0,28.0,0.023701989026063099292,120.87847160072981012,-2.0,29.0,0.03127224794238683131,116.07083337759644337,-2.0,30.0,0.06962452846364883263,147.2841796865622257,-3.0,22.0
P015090,CBK309488,all,all,0.03773786865569273008,79.70283926623396553,-2.0,20.0,-1.0777640174897118452,420.65482208375561868,-6.0,30.0,0.03071699245541838208,131.69978754460868231,-3.0,30.0,0.038360153749428443914,124.83503788926877576,-3.0,31.0,0.07667212505715592652,154.38479073603178904,-4.0,24.0
P015090,CBK309522,F05,s2,0.052144847393689984505,102.3789295561779511,-2.0,21.0,-0.6430709876543210246,495.6905380541187469,-9.0,34.0,0.033811942729766807092,158.2109755718031181,-5.0,33.0,0.03875964506172839552,169.00177171418636135,-5.0,33.0,0.07890389231824417038,181.25628150179619524,-6.0,27.0
P015090,CBK309522,F05,s4,0.02447337962962962965,80.29518892599791968,-2.0,21.0,-0.013543810013717421173,383.89908496382173553,-7.0,32.0,0.010148962620027434864,129.86639987304687338,-4.0,31.0,0.009841820987654320563,131.57695738790027917,-4.0,31.0,0.047937671467764057798,174.78848578329677821,-4.0,26.0
P015090,CBK309522,F05,s5,0.040371442043895748586,111.1106245058623756,-3.0,22.0,-0.65462341392318246225,557.16510899318643624,-11.0,36.0,0.031276363168724279074,195.5979380635751852,-6.0,36.0,0.038601894718792870154,201.13224109338239032,-6.0,34.0,0.072211291152263379356,220.93011170229635809,-7.0,29.0
P015090,CBK309522,F05,s6,0.047612097050754455252,78.71279416796828343,-2.0,21.0,-0.62613168724279832933,412.09080741047955598,-7.0,31.0,0.029989283264746226937,128.5946876395361187,-4.0,31.0,0.052006172839506176198,128.34305732934825528,-3.0,31.0,0.09996999314128943159,140.11757007270955455,-5.0,25.0
P015090,CBK309522,F05,s8,0.050091306584362137178,134.57131690079339137,-3.0,22.0,-0.048782578875171470068,636.42303070136006227,-11.0,36.0,0.028185228052126198861,199.91104466822844188,-6.0,36.0,0.033672196502057612222,237.3259320903423486,-6.0,35.0,0.0703613683127572026,292.9920729015398706,-7.0,30.0
P015090,CBK309522,F05,all,0.04293861454046639381,103.517609383748478535,-2.0,21.0,-0.3972304955418381467,505.64298292500905063,-9.0,34.0,0.026682355967078189712,165.32124352921024979,-5.0,33.0,0.03457634602194787493,178.39496199923246422,-5.0,33.0,0.07387684327846365251,208.65869654685320711,-6.0,27.0
P015090,CBK309522,K03,s2,0.04077567729766803928,74.84992363787540626,-2.0,20.0,-1.8264086076817558357,470.08426180311056441,-7.0,29.0,0.056616298010973939436,146.2781720165154411,-4.0,30.0,0.06941979595336077169,142.01518672306244184,-4.0,30.0,0.11343064128943758373,163.70852998334291328,-5.0,24.0
P015090,CBK309522,K03,s4,0.022459276406035663665,62.724522267546042542,-1.0,19.0,-2.183684413580246897,427.04821149518363654,-3.0,25.0,0.012135845336076818424,128.4319849183806923,-2.0,27.0,0.013869598765432098256,127.68982801397503124,-2.0,27.0,0.0116863854595336078696,161.0609779031659059,-2.0,22.0
P015090,CBK309522,K03,s5,0.04892018175582990569,76.0663724597869475,-1.0,19.0,-0.37007030178326472125,387.72555152382648203,-5.0,26.0,0.055705804183813441288,136.0180610787797093,-3.0,29.0,0.08073023834019203704,142.72278613201956432,-3.0,29.0,0.13655071159122084135,167.24462139373386549,-4.0,24.0
P015090,CBK309522,K03,s6,0.034105581275720164847,77.17203533653946579,-2.0,20.0,-3.651412680041152381,507.34150814538952545,-7.0,28.0,0.018066700960219478356,158.75431560617579407,-3.0,30.0,0.030874056927297669622,147.11922047058797602,-3.0,30.0,0.08182934670781892572,148.16016159928093998,-5.0,25.0
P015090,CBK309522,K03,s8,0.029629415294924552754,75.50582807655469253,-1.0,19.0,-0.9990316358024691201,409.84760033423737013,-5.0,27.0,0.034361496913580244494,142.33641938853165243,-3.0,29.0,0.041425325788751715672,151.55002083186010964,-3.0,29.0,0.07601444615912208991,196.18264238058063142,-3.0,24.0
P015090,CBK309522,K03,all,0.035178026406035664553,73.45695788219539679,-1.0,19.0,-1.806121527777777791,442.5058676496374801,-6.0,27.0,0.0353772290809327844,142.72741993864499932,-3.0,29.0,0.047263803155006861578,142.44597291206673617,-3.0,29.0,0.083902306241426610756,168.01842539350184325,-4.0,24.0
P015090,CBK309522,N11,s2,0.044346493484224966397,73.41946438609973313,-2.0,21.0,-0.38336334019204387769,313.10645101968520976,-6.0,31.0,0.029253472222222222376,106.228879651018232266,-3.0,32.0,0.03308856310013717078,89.186247777713717255,-3.0,31.0,0.085394375857338819524,106.66386074021464481,-4.0,24.0
P015090,CBK309522,N11,s4,0.040108882030178323597,119.28062204466563401,-2.0,21.0,-0.1072528720850480094,525.0916064215464303,-8.0,34.0,0.033066915294924552338,178.02623187025218954,-4.0,33.0,0.034245327503429352778,191.42303809099817613,-4.0,33.0,0.06461141117969822212,260.80401395610846293,-5.0,26.0
P015090,CBK309522,N11,s5,0.04283907750342935694,72.30044876996799985,-2.0,21.0,-0.19306177126200274596,312.29774168145473823,-6.0,31.0,0.037632673182441699067,117.97538584125430816,-3.0,31.0,0.038540380658436214356,102.830620282821143974,-3.0,31.0,0.065692515432098766426,117.96560568575617367,-4.0,24.0
P015090,CBK309522,N11,s6,0.03645811899862826111,85.76330807706278847,-2.0,21.0,-2.0007561728395062417,412.11049629331512278,-8.0,32.0,0.04247020747599451057,122.9259483884055868,-4.0,32.0,0.040059370713305897382,112.64028171169222503,-4.0,32.0,0.080808041838134433976,149.1065011386511685,-6.0,25.0
P015090,CBK309522,N11,s8,0.029671210562414264411,77.43092775816592166,-1.0,20.0,-0.28344950274348423847,317.50237656549381882,-4.0,30.0,0.025937714334705076757,104.439977082768692185,-2.0,29.0,0.031844993141289440475,103.264791180808927606,-2.0,29.0,0.055406164266117968742,129.13234771925354494,-2.0,22.0
P015090,CBK309522,N11,all,0.03868475651577503449,87.40312713136395928,-2.0,21.0,-0.5935767318244170587,385.2095694542460933,-7.0,32.0,0.033672196502057612222,128.77468970603604248,-3.0,31.0,0.035555727023319619318,125.317638810524670134,-3.0,31.0,0.070382501714677636606,162.6159337412854029,-4.0,24.0
P015090,CBK309522,all,all,0.03893379915409236197,88.97776271973226869,-2.0,20.0,-0.9323095850480109803,447.16657823868939658,-7.0,31.0,0.03191059385002286558,146.38436928961269246,-4.0,31.0,0.03913195873342478065,150.3552774365469702,-4.0,31.0,0.07605388374485597125,180.93514945065751931,-5.0,25.0
P015090,CBK309523,C22,s2,0.04560999657064471885,89.50106562539330923,-3.0,21.0,-1.9694813100137174011,476.05200457377907242,-11.0,41.0,0.02720593278463648984,180.96735152509691602,-6.0,37.0,0.031433041838134431756,155.92379532072334314,-6.0,34.0,0.055958933470507545016,160.00592766882047613,-6.0,27.0
P015090,CBK309523,C22,s4,0.08240376371742112738,97.626378272519374946,-4.0,22.0,-0.8427201217421125268,492.25786669364254067,-15.0,48.0,0.072100908779149514016,199.19379230848139173,-8.0,45.0,0.08346536351165981249,184.89948948579043986,-8.0,38.0,0.10996227709190671551,192.88456560418813979,-8.0,32.0
P015090,CBK309523,C22,s5,0.047829218106995884108,82.376181944322084405,-2.0,20.0,-0.8521379886831276229,443.8403692748848357,-8.0,36.0,0.05806862997256515696,158.55719587713042529,-4.0,33.0,0.07392468278463648623,136.72536897816164014,-4.0,31.0,0.15799318415637861324,162.72148353529146902,-4.0,25.0
P015090,CBK309523,C22,s6,0.046110039437585736977,92.10076343018221223,-3.0,21.0,-1.3226761831275719583,410.39868801197019366,-12.0,42.0,0.034061213991769548337,178.90518823190663511,-6.0,38.0,0.043806584362139917854,168.60015071726550673,-6.0,35.0,0.08276213134430726592,176.22144594706489329,-9.0,29.0
P015090,CBK309523,C22,s8,0.0725398662551440393,114.57131690601056562,-4.0,23.0,-0.91642939814814816657,489.2759512921462033,-17.0,51.0,0.05521047668038409073,205.98830997765813322,-9.0,48.0,0.075250985939643341704,187.05006742010726839,-9.0,40.0,0.11424189814814815491,220.50501056326046978,-10.0,34.0
P015090,CBK309523,C22,all,0.058898576817558299934,95.850220988337014205,-3.0,21.0,-1.1806890003429355573,463.412681259964927,-12.0,43.0,0.049329432441700959977,185.4755968599159246,-6.0,39.0,0.06157613168724279662,167.69473352936310562,-6.0,35.0,0.10418368484224965753,183.82660158517606419,-7.0,29.0
P015090,CBK309523,M13,s2,0.07506280006858710718,111.657763830724192644,-5.0,23.0,-3.3837137774348420294,578.969385762375623,-19.0,52.0,0.050672582304526751773,232.27372753452306142,-10.0,53.0,0.080752957818930035105,209.3943542260673496,-11.0,44.0,0.12644568758573387912,234.5573671978018524,-12.0,36.0
P015090,CBK309523,M13,s4,0.05094693072702331793,91.298645152814387416,-3.0,21.0,-0.4169753086419752952,389.7032809312702284,-12.0,42.0,0.03740590706447188135,193.24419575068122867,-7.0,41.0,0.048633616255144035412,186.4499192804640586,-7.0,38.0,0.08834619341563786088,174.21201019956100708,-7.0,29.0
P015090,CBK309523,M13,s5,0.033675197187928669618,72.71346430038367714,-2.0,20.0,-1.3389801954732509781,410.90037809311434103,-7.0,34.0,-0.015767318244170096253,155.94026847749682929,-4.0,35.0,-0.00053605109739368996327,145.57464324002935996,-4.0,33.0,0.024989068930041151428,151.83107304593448816,-4.0,25.0
P015090,CBK309523,M13,s6,0.038134859396433469503,85.68999715200759226,-2.0,21.0,-1.9164317558299039934,424.36933227512236044,-11.0,40.0,-0.0022963820301783264416,178.00610195580154027,-6.0,39.0,0.011239926268861454711,161.6121074302227214,-6.0,36.0,0.049427726337448560368,165.0535043094793366,-7.0,28.0
P015090,CBK309523,M13,s8,0.03853523662551440465,72.98052934957246407,-2.0,20.0,-0.61968621399176959663,346.7160292813621254,-7.0,36.0,0.031038237311385458855,164.13199565832388771,-4.0,34.0,0.03754993998628258084,159.58345051010417137,-4.0,33.0,0.05850973079561042761,150.2233098348131648,-4.0,25.0
P015090,CBK309523,M13,all,0.047271004801097395165,88.04439917177826658,-3.0,21.0,-1.5351574502743483563,437.31461034121764442,-11.0,40.0,0.02021060528120713351,186.67472164211773134,-6.0,39.0,0.035528077846364886083,174.00396535227065442,-6.0,36.0,0.06954368141289438143,177.89286998290029373,-7.0,28.0
P015090,CBK309523,N05,s2,0.05237225651577503277,110.06446284732088259,-4.0,23.0,-0.64837212791495202335,390.01057489764843922,-13.0,41.0,0.003166366598079561022,237.5096495901335345,-9.0,49.0,0.014662851508916323329,240.24177480537045426,-10.0,43.0,0.07777734910836762994,206.5312205236294858,-11.0,35.0
P015090,CBK309523,N05,s4,0.041570430384087794784,80.250301924805285125,-2.0,21.0,-0.028519590192043895588,344.65815929878959878,-6.0,31.0,0.0495333933470507512,165.1096361693062704,-4.0,35.0,0.064012131344307277026,163.25764871126608568,-4.0,34.0,0.088366983882030181174,148.43350290765846466,-4.0,27.0
P015090,CBK309523,N05,s5,0.03602109053497942054,75.80593962413182396,-2.0,20.0,-0.3861406893004115104,287.38194615101656382,-6.0,30.0,0.03344393004115226581,151.91095676398171577,-4.0,35.0,0.040173611111111111327,151.47394158831662025,-4.0,34.0,0.053269461591220847174,122.88088824928232157,-4.0,27.0
P015090,CBK309523,N05,s6,0.08156400034293552481,117.57244328339257322,-5.0,24.0,0.14751264574759945236,379.01319688432374733,-17.0,46.0,0.063937114197530869886,232.01381773882803827,-11.0,56.0,0.09048675411522633105,248.50953120285862497,-12.0,47.0,0.13406614368998628906,196.68851124957834031,-12.0,38.0
P015090,CBK309523,N05,s8,0.0601635373799725634,80.70506431139126846,-2.0,21.0,-1.0094862397119341857,345.19349926874559742,-6.0,32.0,0.09535343792866940449,147.37064692050614667,-4.0,35.0,0.13047475137174210924,153.41999979580012337,-4.0,34.0,0.15993655692729766282,133.51310849517585666,-4.0,28.0
P015090,CBK309523,N05,all,0.054338263031550065874,94.4853697950491096,-3.0,22.0,-0.38500120027434842074,351.08298267641271195,-9.0,35.0,0.04908684842249656788,190.9437028544351449,-6.0,40.0,0.06796201989026062762,196.26931328405842692,-7.0,38.0,0.10268329903978051787,165.1057180472014636,-7.0,30.0
P015090,CBK309523,all,all,0.05350261488340191801,92.85574163380957202,-3.0,21.0,-1.033615883630544019,420.02195822441018436,-11.0,39.0,0.03954229538180155379,187.71267667286684855,-6.0,40.0,0.055022076474622767794,179.74106147462029526,-6.0,36.0,0.09213688843164151432,175.78205401126587049,-7.0,29.0
P015090,CBK309545,G17,s2,0.039717721193415635172,88.327291572916621476,-2.0,21.0,-0.3563807441700960199,463.55763155908266526,-9.0,37.0,0.025706447187928669479,155.8137792554797727,-5.0,32.0,0.028468149862825788132,147.66795805698245658,-4.0,31.0,0.06530949931412893816,206.29816062081727068,-6.0,25.0
P015090,CBK309545,G17,s4,0.07334469307270233274,127.736057902217638116,-4.0,22.0,-0.040549339849108370637,600.811755734980693,-15.0,46.0,0.09968642832647461871,196.37923140074852313,-7.0,37.0,0.115109953703703707384,218.47992642763932736,-7.0,35.0,0.20394783093278462394,283.22874999918008143,-8.0,29.0
P015090,CBK309545,G17,s5,0.032055255486968449452,85.7682469064158397,-2.0,20.0,-0.6203620113168724082,464.5370187694051083,-8.0,36.0,0.031318372770919068737,141.30595514438647342,-3.0,31.0,0.031752186213991770436,131.67128736062244343,-3.0,31.0,0.063077846364883408126,172.22083547489296507,-4.0,24.0
P015090,CBK309545,G17,s6,0.041144975994513034723,74.697527356618493855,-2.0,20.0,-2.9121607081618656743,505.1992465996139572,-8.0,36.0,0.022262302812071331493,175.95030033784840384,-4.0,31.0,0.04370391803840877748,130.16013407771600896,-3.0,30.0,0.099150591563786014127,147.28110192850593307,-5.0,24.0
P015090,CBK309545,G17,s8,0.05390046296296296252,126.265016164796918474,-3.0,22.0,-2.4556500771604938826,666.21176432637616927,-13.0,44.0,0.05786544067215363546,220.41024021276606959,-6.0,37.0,0.058698988340192041757,198.56017711555224992,-6.0,35.0,0.109426440329218110925,256.7073115109486139,-7.0,28.0
P015090,CBK309545,G17,all,0.048032621742112480145,102.95336716213681427,-2.0,21.0,-1.2770205761316872906,546.02680329760607947,-10.0,39.0,0.047367798353909466857,180.19394866348923756,-5.0,33.0,0.05554663923182441565,169.2598247909294571,-5.0,32.0,0.108182441700960224606,219.10173525795207183,-6.0,26.0
P015090,CBK309545,H15,s2,0.048324331275720167067,91.84738685596842345,-3.0,21.0,0.020005572702331962665,454.82347259905191095,-10.0,39.0,0.052342035322359398153,164.26767475049851441,-5.0,35.0,0.06012474279835391261,150.40777408368552415,-5.0,34.0,0.13127443415637859991,202.51179044169322196,-6.0,27.0
P015090,CBK309545,H15,s4,0.04458569101508916277,100.579555916734790344,-3.0,21.0,-1.848709919410150837,598.00614078593116574,-11.0,40.0,0.039437371399176954223,166.42380074409217627,-5.0,35.0,0.047568801440329218366,159.70933123203388959,-5.0,34.0,0.08392489711934156271,231.13031742516540135,-6.0,27.0
P015090,CBK309545,H15,s5,0.04902520576131687291,87.940193773752866946,-2.0,20.0,-0.52777499142661177256,433.03757365161675352,-8.0,35.0,0.019342206790123456922,135.43657925270088072,-4.0,32.0,0.028075703017832649017,133.00136556157889345,-4.0,32.0,0.068661694101508921606,174.84302999991533056,-5.0,25.0
P015090,CBK309545,H15,s6,0.033819230109739369106,91.458927598210422616,-2.0,21.0,-1.8261507630315501061,464.78636092744028474,-11.0,39.0,-0.0015835048010973936175,168.39587167104497212,-6.0,35.0,0.042713263031550069426,149.60510961554010123,-5.0,34.0,0.10480452674897119958,183.87589967146215031,-7.0,27.0
