plate,well,site,bf_site,nuclei_count
P015091,K10,s5,s3,108
P015091,K10,s6,s4,96
P015091,K10,s8,s5,87
P015091,K13,s2,s1,54
P015091,K13,s4,s2,52
P015091,K13,s5,s3,61
P015091,K13,s6,s4,50
P015091,K13,s8,s5,40
P015091,K15,s2,s1,307
P015091,K15,s4,s2,261
P015091,K15,s5,s3,273
P015091,K15,s6,s4,168
P015091,K15,s8,s5,151
P015091,K16,s2,s1,57
P015091,K16,s4,s2,35
P015091,K16,s5,s3,22
P015091,K16,s6,s4,30
P015091,K16,s8,s5,24
P015091,K18,s2,s1,26
P015091,K18,s4,s2,73
P015091,K18,s5,s3,38
P015091,K18,s6,s4,36
P015091,K18,s8,s5,37
P015091,K20,s2,s1,7
P015091,K20,s4,s2,25
P015091,K20,s5,s3,6
P015091,K20,s6,s4,2
P015091,K20,s8,s5,0
P015091,K21,s2,s1,35
P015091,K21,s4,s2,33
P015091,K21,s5,s3,33
P015091,K21,s6,s4,0
P015091,K21,s8,s5,0
P015091,K22,s2,s1,33
P015091,K22,s4,s2,48
P015091,K22,s5,s3,4
P015091,K22,s6,s4,1
P015091,K22,s8,s5,28
P015091,K23,s2,s1,24
P015091,K23,s4,s2,51
P015091,K23,s5,s3,16
P015091,K23,s6,s4,6
P015091,K23,s8,s5,30
P015091,L02,s2,s1,18
P015091,L02,s4,s2,18
P015091,L02,s5,s3,0
P015091,L02,s6,s4,25
P015091,L02,s8,s5,0
P015091,L04,s2,s1,77
P015091,L04,s4,s2,68
P015091,L04,s5,s3,76
P015091,L04,s6,s4,93
P015091,L04,s8,s5,57
P015091,L07,s2,s1,105
P015091,L07,s4,s2,66
P015091,L07,s5,s3,91
P015091,L07,s6,s4,101
P015091,L07,s8,s5,57
P015091,L10,s2,s1,37
P015091,L10,s4,s2,16
P015091,L10,s5,s3,27
P015091,L10,s6,s4,4
P015091,L10,s8,s5,5
P015091,L11,s2,s1,21
P015091,L11,s4,s2,0
P015091,L11,s5,s3,2
P015091,L11,s6,s4,0
P015091,L11,s8,s5,0
P015091,L14,s2,s1,240
P015091,L14,s4,s2,98
P015091,L14,s5,s3,164
P015091,L14,s6,s4,163
P015091,L14,s8,s5,140
P015091,L15,s2,s1,232
P015091,L15,s4,s2,137
P015091,L15,s5,s3,144
P015091,L15,s6,s4,216
P015091,L15,s8,s5,128
P015091,L16,s2,s1,29
P015091,L16,s4,s2,9
P015091,L16,s5,s3,7
P015091,L16,s6,s4,0
P015091,L16,s8,s5,5
P015091,L18,s2,s1,182
P015091,L18,s4,s2,139
P015091,L18,s5,s3,91
P015091,L18,s6,s4,107
P015091,L18,s8,s5,56
P015091,L19,s2,s1,221
P015091,L19,s4,s2,178
P015091,L19,s5,s3,131
P015091,L19,s6,s4,131
P015091,L19,s8,s5,109
P015091,L20,s2,s1,28
P015091,L20,s4,s2,25
P015091,L20,s5,s3,0
P015091,L20,s6,s4,0
P015091,L20,s8,s5,3
P015091,L22,s2,s1,154
P015091,L22,s4,s2,189
P015091,L22,s5,s3,101
P015091,L22,s6,s4,64
P015091,L22,s8,s5,101
P015091,M03,s2,s1,0
P015091,M03,s4,s2,0
P015091,M03,s5,s3,0
P015091,M03,s6,s4,18
P015091,M03,s8,s5,0
P015091,M04,s2,s1,228
P015091,M04,s4,s2,99
P015091,M04,s5,s3,114
P015091,M04,s6,s4,183
P015091,M04,s8,s5,92
P015091,M07,s2,s1,74
P015091,M07,s4,s2,44
P015091,M07,s5,s3,45
P015091,M07,s6,s4,53
P015091,M07,s8,s5,37
P015091,M13,s2,s1,53
P015091,M13,s4,s2,44
P015091,M13,s5,s3,29
P015091,M13,s6,s4,39
P015091,M13,s8,s5,0
P015091,M19,s2,s1,240
P015091,M19,s4,s2,199
P015091,M19,s5,s3,159
P015091,M19,s6,s4,119
P015091,M19,s8,s5,96
P015091,M21,s2,s1,44
P015091,M21,s4,s2,44
P015091,M21,s5,s3,34
P015091,M21,s6,s4,0
P015091,M21,s8,s5,18
P015091,M22,s2,s1,72
P015091,M22,s4,s2,180
P015091,M22,s5,s3,65
P015091,M22,s6,s4,42
P015091,M22,s8,s5,73
P015091,M23,s2,s1,17
P015091,M23,s4,s2,25
P015091,M23,s5,s3,0
P015091,M23,s6,s4,0
P015091,M23,s8,s5,1
P015091,N06,s2,s1,28
P015091,N06,s4,s2,0
P015091,N06,s5,s3,0
P015091,N06,s6,s4,0
P015091,N06,s8,s5,0
P015091,N09,s2,s1,17
P015091,N09,s4,s2,0
P015091,N09,s5,s3,1
P015091,N09,s6,s4,0
P015091,N09,s8,s5,0
P015091,N11,s2,s1,206
P015091,N11,s4,s2,95
P015091,N11,s5,s3,84
P015091,N11,s6,s4,87
P015091,N11,s8,s5,77
P015091,N12,s2,s1,1
P015091,N12,s4,s2,0
P015091,N12,s5,s3,0
P015091,N12,s6,s4,0
P015091,N12,s8,s5,1
P015091,N14,s2,s1,64
P015091,N14,s4,s2,43
P015091,N14,s5,s3,26
P015091,N14,s6,s4,17
P015091,N14,s8,s5,18
P015091,N17,s2,s1,77
P015091,N17,s4,s2,39
P015091,N17,s5,s3,29
P015091,N17,s6,s4,11
P015091,N17,s8,s5,26
P015091,N18,s2,s1,182
P015091,N18,s4,s2,128
P015091,N18,s5,s3,100
P015091,N18,s6,s4,56
P015091,N18,s8,s5,76
P015091,N20,s2,s1,166
P015091,N20,s4,s2,135
P015091,N20,s5,s3,113
P015091,N20,s6,s4,57
P015091,N20,s8,s5,122
P015091,O02,s2,s1,50
P015091,O02,s4,s2,19
P015091,O02,s5,s3,6
P015091,O02,s6,s4,42
P015091,O02,s8,s5,14
P015091,O05,s2,s1,204
P015091,O05,s4,s2,88
P015091,O05,s5,s3,95
P015091,O05,s6,s4,111
P015091,O05,s8,s5,42
P015091,O06,s2,s1,62
P015091,O06,s4,s2,1
P015091,O06,s5,s3,14
P015091,O06,s6,s4,17
P015091,O06,s8,s5,0
P015091,O08,s2,s1,21
P015091,O08,s4,s2,0
P015091,O08,s5,s3,0
P015091,O08,s6,s4,1
P015091,O08,s8,s5,0
P015091,O09,s2,s1,1
P015091,O09,s4,s2,1
P015091,O09,s5,s3,0
P015091,O09,s6,s4,0
P015091,O09,s8,s5,0
P015091,O15,s2,s1,54
P015091,O15,s4,s2,0
P015091,O15,s5,s3,17
P015091,O15,s6,s4,2
P015091,O15,s8,s5,0
P015091,O16,s2,s1,285
P015091,O16,s4,s2,103
P015091,O16,s5,s3,136
P015091,O16,s6,s4,103
P015091,O16,s8,s5,83
P015091,O18,s2,s1,311
P015091,O18,s4,s2,166
P015091,O18,s5,s3,147
P015091,O18,s6,s4,106
P015091,O18,s8,s5,75
P015091,O20,s2,s1,41
P015091,O20,s4,s2,17
P015091,O20,s5,s3,0
P015091,O20,s6,s4,0
P015091,O20,s8,s5,1
P015091,O21,s2,s1,127
P015091,O21,s4,s2,99
P015091,O21,s5,s3,67
P015091,O21,s6,s4,32
P015091,O21,s8,s5,37
P015091,D13,s2,s1,139
P015091,D13,s4,s2,119
P015091,D13,s5,s3,133
P015091,D13,s6,s4,181
P015091,D13,s8,s5,277
P015091,J10,s2,s1,176
P015091,J10,s4,s2,137
P015091,J10,s5,s3,101
P015091,J10,s6,s4,168
P015091,J10,s8,s5,89
P015091,J12,s2,s1,150
P015091,J12,s4,s2,91
P015091,J12,s5,s3,158
P015091,J12,s6,s4,123
P015091,J12,s8,s5,128
P015091,K04,s2,s1,188
P015091,K04,s4,s2,125
P015091,K04,s5,s3,166
P015091,K04,s6,s4,217
P015091,K04,s8,s5,110
P015091,O03,s2,s1,237
P015091,O03,s4,s2,109
P015091,O03,s5,s3,125
P015091,O03,s6,s4,161
P015091,O03,s8,s5,66
P015091,B04,s2,s1,3
P015091,B04,s4,s2,12
P015091,B04,s5,s3,9
P015091,B04,s6,s4,27
P015091,B04,s8,s5,0
P015091,B06,s2,s1,113
P015091,B06,s4,s2,104
P015091,B06,s5,s3,113
P015091,B06,s6,s4,94
P015091,B06,s8,s5,145
P015091,B17,s2,s1,30
P015091,B17,s4,s2,0
P015091,B17,s5,s3,42
P015091,B17,s6,s4,31
P015091,B17,s8,s5,47
P015091,B23,s2,s1,20
P015091,B23,s4,s2,40
P015091,B23,s5,s3,26
P015091,B23,s6,s4,48
P015091,B23,s8,s5,43
P015091,C10,s2,s1,27
P015091,C10,s4,s2,37
P015091,C10,s5,s3,60
P015091,C10,s6,s4,37
P015091,C10,s8,s5,48
P015091,C14,s2,s1,17
P015091,C14,s4,s2,30
P015091,C14,s5,s3,63
P015091,C14,s6,s4,59
P015091,C14,s8,s5,74
P015091,D02,s2,s1,18
P015091,D02,s4,s2,27
P015091,D02,s5,s3,14
P015091,D02,s6,s4,38
P015091,D02,s8,s5,24
P015091,D03,s2,s1,45
P015091,D03,s4,s2,60
P015091,D03,s5,s3,73
P015091,D03,s6,s4,81
P015091,D03,s8,s5,115
P015091,D09,s2,s1,2
P015091,D09,s4,s2,21
P015091,D09,s5,s3,10
P015091,D09,s6,s4,20
P015091,D09,s8,s5,37
P015091,D11,s2,s1,0
P015091,D11,s4,s2,13
P015091,D11,s5,s3,17
P015091,D11,s6,s4,0
P015091,D11,s8,s5,1
P015091,E15,s2,s1,56
P015091,E15,s4,s2,71
P015091,E15,s5,s3,91
P015091,E15,s6,s4,57
P015091,E15,s8,s5,106
P015091,F05,s2,s1,94
P015091,F05,s4,s2,107
P015091,F05,s5,s3,134
P015091,F05,s6,s4,128
P015091,F05,s8,s5,125
P015091,F12,s2,s1,41
P015091,F12,s4,s2,30
P015091,F12,s5,s3,52
P015091,F12,s6,s4,47
P015091,F12,s8,s5,49
P015091,F16,s2,s1,0
P015091,F16,s4,s2,1
P015091,F16,s5,s3,1
P015091,F16,s6,s4,16
P015091,F16,s8,s5,45
P015091,G10,s2,s1,25
P015091,G10,s4,s2,37
P015091,G10,s5,s3,50
P015091,G10,s6,s4,56
P015091,G10,s8,s5,43
P015091,G14,s2,s1,41
P015091,G14,s4,s2,85
P015091,G14,s5,s3,67
P015091,G14,s6,s4,44
P015091,G14,s8,s5,74
P015091,G16,s2,s1,34
P015091,G16,s4,s2,74
P015091,G16,s5,s3,80
P015091,G16,s6,s4,49
P015091,G16,s8,s5,59
P015091,G18,s2,s1,0
P015091,G18,s4,s2,41
P015091,G18,s5,s3,35
P015091,G18,s6,s4,29
P015091,G18,s8,s5,33
P015091,H03,s2,s1,47
P015091,H03,s4,s2,27
P015091,H03,s5,s3,28
P015091,H03,s6,s4,49
P015091,H03,s8,s5,25
P015091,I18,s2,s1,131
P015091,I18,s4,s2,210
P015091,I18,s5,s3,175
P015091,I18,s6,s4,121
P015091,I18,s8,s5,120
P015091,I22,s2,s1,23
P015091,I22,s4,s2,35
P015091,I22,s5,s3,0
P015091,I22,s6,s4,0
P015091,I22,s8,s5,0
P015091,J13,s2,s1,45
P015091,J13,s4,s2,26
P015091,J13,s5,s3,34
P015091,J13,s6,s4,58
P015091,J13,s8,s5,36
P015091,L08,s2,s1,38
P015091,L08,s4,s2,4
P015091,L08,s5,s3,25
P015091,L08,s6,s4,16
P015091,L08,s8,s5,0
P015091,L17,s2,s1,45
P015091,L17,s4,s2,10
P015091,L17,s5,s3,37
P015091,L17,s6,s4,13
P015091,L17,s8,s5,1
P015091,M02,s2,s1,128
P015091,M02,s4,s2,88
P015091,M02,s5,s3,95
P015091,M02,s6,s4,145
P015091,M02,s8,s5,92
P015091,M10,s2,s1,39
P015091,M10,s4,s2,25
P015091,M10,s5,s3,30
P015091,M10,s6,s4,47
P015091,M10,s8,s5,22
P015091,M14,s2,s1,64
P015091,M14,s4,s2,60
P015091,M14,s5,s3,51
P015091,M14,s6,s4,42
P015091,M14,s8,s5,15
P015091,N08,s2,s1,23
P015091,N08,s4,s2,0
P015091,N08,s5,s3,1
P015091,N08,s6,s4,0
P015091,N08,s8,s5,1
P015091,N21,s2,s1,59
P015091,N21,s4,s2,43
P015091,N21,s5,s3,27
P015091,N21,s6,s4,24
P015091,N21,s8,s5,17
P015091,O23,s2,s1,177
P015091,O23,s4,s2,181
P015091,O23,s5,s3,75
P015091,O23,s6,s4,61
P015091,O23,s8,s5,76
P015091,E17,s2,s1,176
P015091,E17,s4,s2,269
P015091,E17,s5,s3,222
P015091,E17,s6,s4,195
P015091,E17,s8,s5,319
P015091,B02,s2,s1,0
P015091,B02,s4,s2,9
P015091,B02,s5,s3,1
P015091,B02,s6,s4,0
P015091,B02,s8,s5,11
P015091,B03,s2,s1,24
P015091,B03,s4,s2,26
P015091,B03,s5,s3,16
P015091,B03,s6,s4,0
P015091,B03,s8,s5,25
P015091,B15,s2,s1,133
P015091,B15,s4,s2,102
P015091,B15,s5,s3,184
P015091,B15,s6,s4,176
P015091,B15,s8,s5,210
P015091,B18,s2,s1,0
P015091,B18,s4,s2,0
P015091,B18,s5,s3,1
P015091,B18,s6,s4,2
P015091,B18,s8,s5,11
P015091,C08,s2,s1,0
P015091,C08,s4,s2,50
P015091,C08,s5,s3,21
P015091,C08,s6,s4,28
P015091,C08,s8,s5,71
P015091,C20,s2,s1,71
P015091,C20,s4,s2,132
P015091,C20,s5,s3,130
P015091,C20,s6,s4,150
P015091,C20,s8,s5,235
P015091,C21,s2,s1,19
P015091,C21,s4,s2,3
P015091,C21,s5,s3,24
P015091,C21,s6,s4,31
P015091,C21,s8,s5,43
P015091,C22,s2,s1,0
P015091,C22,s4,s2,0
P015091,C22,s5,s3,0
P015091,C22,s6,s4,0
P015091,C22,s8,s5,36
P015091,D15,s2,s1,87
P015091,D15,s4,s2,156
P015091,D15,s5,s3,127
P015091,D15,s6,s4,140
P015091,D15,s8,s5,273
P015091,E18,s2,s1,176
P015091,E18,s4,s2,260
P015091,E18,s5,s3,228
P015091,E18,s6,s4,210
P015091,E18,s8,s5,225
P015091,E19,s2,s1,123
P015091,E19,s4,s2,223
P015091,E19,s5,s3,201
P015091,E19,s6,s4,187
P015091,E19,s8,s5,231
P015091,F14,s2,s1,93
P015091,F14,s4,s2,114
P015091,F14,s5,s3,103
P015091,F14,s6,s4,109
P015091,F14,s8,s5,142
P015091,F18,s2,s1,33
P015091,F18,s4,s2,52
P015091,F18,s5,s3,48
P015091,F18,s6,s4,34
P015091,F18,s8,s5,60
P015091,H15,s2,s1,31
P015091,H15,s4,s2,26
P015091,H15,s5,s3,38
P015091,H15,s6,s4,31
P015091,H15,s8,s5,18
P015091,H19,s2,s1,108
P015091,H19,s4,s2,168
P015091,H19,s5,s3,117
P015091,H19,s6,s4,67
P015091,H19,s8,s5,92
P015091,H21,s2,s1,4
P015091,H21,s4,s2,26
P015091,H21,s5,s3,0
P015091,H21,s6,s4,0
P015091,H21,s8,s5,0
P015091,I07,s2,s1,34
P015091,I07,s4,s2,25
P015091,I07,s5,s3,40
P015091,I07,s6,s4,27
P015091,I07,s8,s5,0
P015091,I10,s2,s1,35
P015091,I10,s4,s2,50
P015091,I10,s5,s3,56
P015091,I10,s6,s4,61
P015091,I10,s8,s5,43
P015091,I16,s2,s1,161
P015091,I16,s4,s2,255
P015091,I16,s5,s3,262
P015091,I16,s6,s4,152
P015091,I16,s8,s5,192
P015091,M05,s2,s1,52
P015091,M05,s4,s2,1
P015091,M05,s5,s3,0
P015091,M05,s6,s4,46
P015091,M05,s8,s5,20
P015091,M11,s2,s1,219
P015091,M11,s4,s2,135
P015091,M11,s5,s3,114
P015091,M11,s6,s4,159
P015091,M11,s8,s5,85
P015091,M15,s2,s1,79
P015091,M15,s4,s2,32
P015091,M15,s5,s3,32
P015091,M15,s6,s4,39
P015091,M15,s8,s5,41
P015091,M17,s2,s1,176
P015091,M17,s4,s2,112
P015091,M17,s5,s3,100
P015091,M17,s6,s4,117
P015091,M17,s8,s5,78
P015091,N03,s2,s1,1
P015091,N03,s4,s2,1
P015091,N03,s5,s3,0
P015091,N03,s6,s4,29
P015091,N03,s8,s5,2
P015091,N04,s2,s1,17
P015091,N04,s4,s2,1
P015091,N04,s5,s3,0
