plate,compound,well,mean_C1,std_C1,median_C1,mad_C1,mean_C2,std_C2,median_C2,mad_C2,mean_C3,std_C3,median_C3,mad_C3,mean_C4,std_C4,median_C4,mad_C4,mean_C5,std_C5,median_C5,mad_C5,mean_C6,std_C6,median_C6,mad_C6
P015084,CBK288259,M09,13013.502042524005,851.5306170256159,12998.0,651.0,13012.344427597736,846.8743539142729,12996.0,648.0,13011.324242112483,843.4190398779508,12990.0,646.0,13011.368735210905,845.1142620193401,12988.0,647.0,13010.732490483539,847.5086148012027,12988.0,648.0,13009.458786051098,847.4951664558034,12988.0,648.0
P015084,CBK288259,O15,9461.071647076475,585.1107348076911,9471.0,434.0,9459.564438571673,582.1642982303381,9470.0,432.0,9458.252252572016,578.4593304888841,9467.0,430.0,9457.07924202675,577.4618368141639,9463.0,429.0,9456.373349194102,579.429651544988,9461.0,431.0,9453.6283279321,580.8596305783898,9457.0,432.0
P015084,CBK288259,all,10966.930267175354,1662.4836056194993,10468.0,1098.0,10965.821518432786,1660.617921812622,10463.0,1094.0,10964.274290552126,1659.2766351631592,10458.0,1090.0,10963.656998971193,1660.167138170396,10458.0,1094.0,10962.963309170667,1661.1687778811436,10458.0,1097.0,10961.488067944101,1661.6837932327458,10458.0,1099.0
P015084,CBK288281,B12,12348.744821030521,662.1047353053704,12362.0,415.0,12347.850126500343,653.6345533736898,12364.0,411.0,12346.05275827332,649.5963210617631,12360.0,409.0,12346.374093835733,654.8307861045489,12357.0,411.0,12345.706657064471,660.0270618339292,12355.0,414.0,12345.05172170782,660.8504627974711,12354.0,415.0
P015084,CBK288281,D13,12767.131743441358,726.56499936775,12832.0,553.0,12766.70279805384,720.2369946548156,12832.0,550.0,12766.830218106996,715.7066091583214,12829.0,547.0,12765.126936685529,717.9381242050171,12823.0,548.0,12764.585835133745,721.289191055701,12821.0,549.0,12764.272524819959,721.8566927357383,12822.0,550.0
P015084,CBK288281,L23,12613.977293381344,940.0621517421757,12514.0,635.0,12606.545152649176,922.988963955138,12512.0,628.0,12606.510114240398,915.9838188699445,12506.0,625.0,12610.357918252743,917.5395487943293,12507.0,628.0,12614.869052083333,928.4764037541571,12513.0,636.0,12603.352924811385,923.4991399863977,12504.0,629.0
P015084,CBK288281,all,12576.617952617742,804.0757876580675,12538.0,558.0,12573.699359067787,793.1425123906672,12538.0,554.0,12573.131030206905,788.1276900329153,12534.0,552.0,12573.952982924668,790.7343175577935,12531.0,553.0,12575.05384809385,797.5107126612259,12532.0,556.0,12570.892390446388,795.8443421717825,12529.0,555.0
P015084,CBK288284,D22,11179.42740693587,729.2316125053089,11292.0,560.0,11175.494447402263,722.7239455900035,11291.0,554.0,11167.098315929356,710.9793121446722,11285.0,544.0,11165.110554869685,710.6093408670608,11281.0,544.0,11164.041428626544,711.7447799631567,11279.0,543.0,11172.902188571674,721.6391520872461,11282.0,555.0
P015084,CBK288284,F21,11516.158917824074,740.396736502114,11622.0,591.0,11523.764178969479,745.1408826518995,11626.0,599.0,11515.355740955076,734.6430623693908,11619.0,591.0,11512.65376834705,734.4866686420576,11614.0,591.0,11515.519693501372,738.3632037059815,11617.0,592.0,11522.636094478738,733.1748970844169,11633.0,580.0
P015084,CBK288284,N05,10203.734798525376,646.762079549819,10253.0,425.0,10202.77421412037,645.1032232411932,10253.0,423.0,10202.213410193759,642.2303806605482,10252.0,421.0,10200.996877486283,641.551375101658,10249.0,422.0,10200.365526534637,642.1739459713336,10248.0,422.0,10199.28938957476,642.6282366469052,10246.0,422.0
P015084,CBK288284,all,10966.440374428441,899.5445158757918,10947.0,693.0,10967.344280164038,900.2258951623551,10947.0,692.0,10961.555822359396,891.2902330594782,10944.0,687.0,10959.587066901006,890.6189279496851,10942.0,686.0,10959.975549554183,892.8284260751506,10942.0,687.0,10964.942557541724,896.6183894636426,10947.0,693.0
P015084,CBK288285,C13,11737.059867241083,619.5361512039779,11841.0,385.0,11731.8145053155,609.6465494314698,11837.0,380.0,11759.523326646091,571.7638657647118,11851.0,365.0,11776.113852237655,549.414905153151,11855.0,357.0,11770.917461076817,550.7836597891895,11847.0,357.0,11757.704089634773,554.4505644091003,11832.0,362.0
P015084,CBK288285,I12,11796.675100737311,813.0422062810309,11777.0,559.0,11796.419999485597,806.2817542821869,11776.0,555.0,11794.796562371399,803.2602540787574,11772.0,551.0,11793.711384344993,806.2512472442526,11770.0,553.0,11792.278153849451,808.1878132132603,11769.0,555.0,11792.00136826989,807.6005631545638,11769.0,555.0
P015084,CBK288285,J18,12763.000391718107,738.3131620043696,12752.0,566.0,12761.278210862483,733.5785076433737,12751.0,564.0,12761.165081361454,726.4993418957645,12746.0,562.0,12760.467661822702,726.6532807284754,12741.0,561.0,12771.650960819616,740.2522180778536,12748.0,569.0,12773.809173053842,745.7464711306213,12750.0,573.0
P015084,CBK288285,all,12098.9117865655,866.6538136812088,12077.0,550.0,12096.504238554528,861.1755910234887,12072.0,547.0,12105.161656792981,845.7886039863382,12074.0,537.0,12110.097632801784,839.5533337479645,12074.0,533.0,12111.615525248628,848.1748702554071,12070.0,537.0,12107.838210319502,852.7672667368959,12063.0,541.0
P015084,CBK288286,D21,12436.334694530178,778.0396383081078,12435.0,643.0,12431.59752494856,766.0862742973981,12433.0,637.0,12454.803107081618,773.3384602812044,12458.0,651.0,12499.903240997943,808.6273423038932,12500.0,678.0,12472.884486496914,796.004670043625,12475.0,659.0,12444.742978866598,778.5114606907252,12450.0,634.0
P015084,CBK288286,H19,13756.586971364883,857.2766358008729,13572.0,562.0,13743.746631344307,841.6727407989185,13557.0,548.0,13741.296437842935,833.5658559633008,13544.0,537.0,13741.474283864884,838.1081340384568,13545.0,541.0,13739.889695173182,843.178806020539,13548.0,546.0,13739.061564429012,844.652406521815,13548.0,548.0
P015084,CBK288286,I03,13786.093028549383,742.3307571101601,13747.0,502.0,13785.404684799383,732.1686707677753,13748.0,499.0,13784.353330289781,726.0692653462321,13747.0,496.0,13782.406723293896,729.5054616009128,13742.0,495.0,13781.86576753258,733.3127290354115,13740.0,496.0,13780.28379020919,733.4788227282663,13738.0,496.0
P015084,CBK288286,all,13326.33823148148,1013.2322223795236,13317.0,612.0,13320.249613697417,1002.7950345060676,13310.0,605.0,13326.817625071444,993.5797092381805,13316.0,592.0,13341.26141605224,991.8240337820847,13334.0,589.0,13331.546649734226,998.1906219767976,13322.0,597.0,13321.362777834935,1001.8403082202939,13306.0,604.0
P015084,CBK288288,D08,13120.193124485597,684.5399862678246,13159.0,485.0,13117.585789909122,677.2663660681588,13155.0,480.0,13114.098093235596,673.6315927204519,13146.0,481.0,13104.782739711934,673.4040003883123,13131.0,478.0,13099.973513074417,675.5058364566994,13125.0,476.0,13098.915629029492,676.9213825484154,13126.0,476.0
P015084,CBK288288,K14,11997.440922325102,806.1611963620833,12053.0,590.0,11996.384350008573,794.5709530697048,12052.0,587.0,12004.913896947874,786.9001883885081,12061.0,586.0,12004.185711762688,791.3497928701174,12057.0,586.0,12001.28280829904,797.9756271131687,12052.0,588.0,11992.970764831962,798.3368896548733,12039.0,587.0
P015084,CBK288288,M23,11896.279385416667,869.8984532384574,11952.0,671.0,11899.97386141118,864.3822241991777,11958.0,666.0,11894.499605409808,860.4171085525923,11946.0,664.0,11895.829874056928,861.6200597159107,11945.0,665.0,11892.444671553498,863.5327412340491,11940.0,665.0,11890.75659109225,864.8843007863305,11939.0,666.0
P015084,CBK288288,all,12337.97114407579,965.77047902963,12404.0,675.0,12337.981333776292,958.0381886560044,12404.0,670.0,12337.837198531093,952.7637260003219,12403.0,666.0,12334.932775177183,951.6600435279933,12401.0,664.0,12331.233664308986,954.1359676625224,12396.0,666.0,12327.547661651235,955.9159449770798,12391.0,669.0
P015084,CBK288349,B03,9726.750816229423,561.2385035731266,9764.0,400.0,9726.646372556585,553.3124100534357,9762.0,396.0,9724.824698388204,551.0779348667822,9757.0,396.0,9723.88871720679,554.2275653061305,9756.0,398.0,9722.853129929697,557.0838006272057,9756.0,399.0,9721.943055126887,556.75829609358,9755.0,398.0
P015084,CBK288349,C17,14452.371465063443,812.1775958312935,14452.0,584.0,14450.485518732854,804.8761460088704,14451.0,582.0,14452.490506687243,796.7239270450993,14446.0,578.0,14448.260297067902,801.9052723237244,14441.0,581.0,14452.528457604596,810.4298449532101,14442.0,583.0,14450.135661951303,810.6027177041801,14441.0,583.0
P015084,CBK288349,L22,11865.77962401406,1052.9536136552108,11965.0,822.0,11860.67757133059,1044.5805753992097,11961.0,819.0,11856.231798782579,1041.5204779978844,11952.0,816.0,11851.42617669753,1042.836057135271,11942.0,814.0,11847.843273491084,1046.2750188316215,11939.0,815.0,11843.577467035322,1047.2498997632601,11936.0,817.0
P015084,CBK288349,all,12014.967301768977,2104.1596201101984,11963.0,1895.0,12012.603154206676,2100.561752294426,11959.0,1894.0,12011.182334619341,2100.36880195092,11951.0,1896.0,12007.858396990741,2100.3394387261665,11942.0,1892.0,12007.741620341792,2104.368146193366,11938.0,1892.0,12005.218728037837,2104.0344918176324,11935.0,1892.0
P015084,CBK290052,B14,14564.515990869342,930.6314800566121,14621.0,753.0,14562.95183294753,923.1433701212887,14619.0,752.0,14562.145499742799,913.285313639627,14614.0,747.0,14561.520506644376,914.2400207788004,14611.0,745.0,14559.993622299382,920.7437736003932,14608.0,745.0,14558.989267832647,924.3892423922833,14608.0,747.0
P015084,CBK290052,D07,11551.898719393004,577.4935733107609,11621.0,403.0,11551.06921047668,569.6265100924628,11619.0,400.0,11551.091030392661,567.8828633839496,11615.0,399.0,11549.443291709533,572.0426270565117,11611.0,401.0,11548.582518175583,575.3724025776431,11609.0,402.0,11548.060966692387,575.6950414545253,11610.0,402.0
P015084,CBK290052,H18,12799.81273919753,626.9903137222024,12805.0,425.0,12801.066990569272,617.8599307600728,12805.0,422.0,12797.710206790123,601.4291498300238,12796.0,419.0,12796.435197187928,602.1847019215295,12792.0,419.0,12806.410002786351,622.5231148361221,12801.0,428.0,12800.924057784636,626.7755267720675,12797.0,427.0
P015084,CBK290052,K06,12108.124803798011,579.4618624716261,12095.0,384.0,12107.708207733196,574.5253548060396,12096.0,380.0,12107.046504458162,569.1730948513501,12092.0,379.0,12106.432033736282,570.7168921277661,12087.0,380.0,12105.716661522634,576.1545721841462,12085.0,382.0,12105.707595336076,578.7396345208755,12085.0,383.0
P015084,CBK290052,M02,13764.184802597736,869.579817533162,13719.0,571.0,13760.146810699589,862.4956511933052,13712.0,565.0,13751.012921510632,857.9509045481395,13697.0,562.0,13745.475798225309,860.0654628803858,13688.0,566.0,13737.727194958848,864.7037421487885,13681.0,570.0,13734.837449802812,865.9587215564123,13679.0,571.0
P015084,CBK290052,O02,15385.093866469479,1109.222107274569,15333.0,778.0,15347.450587962963,1096.2312472889316,15297.0,764.0,15313.582213648833,1081.6228604369594,15266.0,753.0,15280.079416109396,1067.58716321411,15234.0,742.0,15249.008447273662,1058.7918109383156,15203.0,733.0,15221.108025462963,1050.8297171026402,15175.0,726.0
P015084,CBK290052,all,13362.271820387517,1569.5243051986345,13164.0,1157.0,13355.06560673154,1556.9208817398815,13162.0,1152.0,13347.0980627572,1544.8833482618068,13158.0,1146.0,13339.897707268805,1537.017876573049,13155.0,1145.0,13334.573074502743,1531.618012651905,13156.0,1145.0,13328.271227151921,1526.026133237304,13151.0,1143.0
P015084,CBK290334,F17,13102.674071030522,821.8675582147738,13189.0,580.0,13104.20726598937,798.8373950816951,13187.0,568.0,13104.81452353395,784.7248256239003,13183.0,558.0,13103.806877743484,788.8037060182841,13179.0,558.0,13103.372339120371,794.3572080483814,13177.0,561.0,13101.802304269548,795.478444999293,13176.0,561.0
P015084,CBK290334,N22,13198.637856095678,709.4301883150644,13254.0,545.0,13196.164201603224,703.3434127682201,13253.0,546.0,13204.829204561043,703.1861576582297,13255.0,550.0,13195.948079518175,697.3449237304003,13244.0,542.0,13194.235404621057,703.6260279251335,13243.0,543.0,13195.025257973251,705.5646207877812,13244.0,543.0
P015084,CBK290334,O12,9625.069587962964,598.3918205965157,9639.0,426.0,9634.188019718793,596.1689251924014,9653.0,428.0,9633.266451903291,592.633735050477,9651.0,428.0,9630.934147762346,592.5858164488419,9646.0,428.0,9629.747094564473,586.1609970975122,9633.0,419.0,9631.383627914953,582.5822797618667,9631.0,415.0
P015084,CBK290334,all,11975.460505029721,1809.966939372318,12615.0,1165.0,11978.186495770462,1801.293225253549,12615.0,1151.0,11980.970059999428,1801.300306593768,12618.0,1141.0,11976.896368341335,1799.927062433844,12617.0,1134.0,11975.784946101967,1800.8929382648446,12614.0,1138.0,11976.07039671925,1800.063779288198,12613.0,1139.0
P015084,CBK290684,D10,13217.156191443759,742.7357236555142,13223.0,559.0,13215.26965933642,734.6824458673449,13215.0,559.0,13213.764966949588,727.3627688382312,13210.0,558.0,13228.2749428155,710.6775828951064,13211.0,540.0,13230.812411093964,711.6022046030332,13209.0,537.0,13225.946258959191,716.4830713079771,13201.0,540.0
P015084,CBK290684,F03,11381.575039909121,708.143327616038,11428.0,505.0,11380.357404621056,702.1009667134961,11426.0,502.0,11379.778628943759,700.0470684341393,11424.0,501.0,11379.89104625343,700.0993114463816,11421.0,500.0,11379.28271146262,701.2703382018913,11420.0,500.0,11376.949853823731,703.0548585556738,11419.0,502.0
P015084,CBK290684,I21,11890.141501371741,1132.334175467803,12112.0,778.0,11885.33484122085,1127.7474114581287,12107.0,771.0,11885.004934156379,1127.535962448407,12100.0,770.0,11879.042907493142,1127.2102115514613,12091.0,773.0,11879.115441615226,1130.339153602797,12089.0,781.0,11898.065971150549,1148.041473592275,12103.0,808.0
P015084,CBK290684,all,12162.957577574874,1173.5453423508998,12202.0,849.0,12160.320635059443,1169.244137501947,12200.0,843.0,12159.516176683243,1166.940075516046,12200.0,841.0,12162.40296552069,1168.261590570403,12211.0,844.0,12163.07018805727,1170.5911538412397,12211.0,847.0,12166.987361311158,1175.2312219202329,12215.0,854.0
P015084,CBK290766,D18,13537.903247427983,672.4775145505585,13583.0,485.0,13537.218871313444,664.0863954518577,13580.0,484.0,13547.657388717422,643.9210454737956,13588.0,474.0,13550.927819444445,641.3031772738343,13591.0,472.0,13554.881780692729,651.8248741627348,13596.0,475.0,13549.98595880487,653.1782374541042,13590.0,474.0
P015084,CBK290766,F07,14006.123648705418,644.9050606558816,14057.0,477.0,14001.811725437243,641.9250998270637,14053.0,475.0,13997.18139617627,636.8211196334385,14046.0,474.0,13987.666569144376,639.2521722704511,14036.0,478.0,13954.54468089849,654.9928120114843,14005.0,495.0,13940.02496047668,651.9678579655083,13989.0,492.0
P015084,CBK290766,O10,11975.016798311042,761.2655241945282,12036.0,594.0,11972.099434885116,759.063059699974,12033.0,595.0,11977.314922153635,766.1582457153258,12052.0,605.0,11977.008207304527,770.6365153385707,12053.0,607.0,11975.55541996742,772.0789980687131,12050.0,607.0,11974.143662637174,772.0733845431259,12047.0,607.0
P015084,CBK290766,all,13173.014564814815,1112.065179155593,13297.0,787.0,13170.376677211934,1109.2010769441683,13295.0,785.0,13174.051235682442,1104.0043072850049,13301.0,772.0,13171.86753196445,1103.1315001760613,13299.0,768.0,13161.660627186215,1101.5338987688206,13280.0,769.0,13154.718193972909,1097.6491176288416,13275.0,765.0
P015084,CBK290770,G23,10382.995420610425,899.0858507457813,10445.0,682.0,10378.68917391118,893.980841847936,10441.0,680.0,10373.639614154665,893.1525248824867,10434.0,680.0,10368.032398019548,893.9180029858957,10428.0,680.0,10368.284178240741,890.5561668500529,10423.0,679.0,10362.255323902606,897.689688417229,10423.0,680.0
P015084,CBK290770,M19,12406.108396519205,713.3128048591786,12431.0,573.0,12405.094576388889,708.501107276126,12431.0,571.0,12403.705462062757,703.1054550830371,12427.0,570.0,12403.903805941358,704.3805257419455,12426.0,570.0,12401.996909593621,707.3093393276953,12425.0,571.0,12410.926228395061,715.7730516781314,12434.0,577.0
P015084,CBK290770,N21,14440.702512174212,1060.3491091315514,14388.0,731.0,14427.72557398834,1041.764736106566,14386.0,725.0,14421.512781764402,1032.7212561096019,14379.0,722.0,14419.944957904663,1032.465020500017,14374.0,720.0,14418.257103352194,1033.1476960316568,14370.0,719.0,14418.371651234567,1034.464453578322,14370.0,720.0
P015084,CBK290770,all,12409.93544310128,1886.2684633702231,12404.0,1326.0,12403.83644142947,1878.2793179688056,12403.0,1327.0,12399.619285993942,1875.3893411122076,12401.0,1325.0,12397.293720621856,1877.0800529885175,12401.0,1328.0,12396.179397062186,1876.3405929162864,12400.0,1330.0,12397.184401177412,1881.0119289949355,12408.0,1333.0
P015084,CBK290772,C10,14445.693466263718,790.4328184396618,14495.0,592.0,14445.090810442387,781.3441481913889,14491.0,592.0,14444.087951003086,776.5178607705571,14488.0,591.0,14442.879750257202,779.5608656508692,14486.0,591.0,14441.917675240054,784.69165534053,14484.0,591.0,14440.34591242284,786.2357156782556,14482.0,592.0
P015084,CBK290772,D05,10982.49117626886,638.874073772058,11058.0,457.0,10980.89135073731,631.6809367959332,11059.0,453.0,10980.460999785666,628.275605300897,11054.0,450.0,10979.47072492284,629.6152998612804,11047.0,450.0,10978.018518518518,633.0482335955012,11044.0,452.0,10977.452250728738,633.1437579032976,11044.0,453.0
P015084,CBK290772,L13,12756.44109010631,825.5700217985451,12717.0,576.0,12752.438808899176,811.9954246797615,12711.0,571.0,12767.71303965192,801.1843562803546,12725.0,563.0,12811.01715427812,799.1069497157644,12778.0,557.0,12809.176721064814,805.1288479956607,12778.0,559.0,12796.611400720165,812.2329351303341,12769.0,563.0
P015084,CBK290772,all,12728.208577546297,1603.391265033585,12698.0,1325.0,12726.140323359625,1598.9822197623294,12696.0,1321.0,12730.753996813557,1595.8290825285117,12712.0,1321.0,12744.455876486054,1596.553489039598,12760.0,1330.0,12743.037638274463,1599.0188422144854,12759.0,1331.0,12738.13652129058,1599.9692896091808,12749.0,1332.0
P015084,CBK290801,B02,11508.537939943415,635.5958673533484,11543.0,435.0,11508.316124528463,631.2003640202904,11544.0,433.0,11506.883824802811,624.3139091380225,11542.0,431.0,11506.570973165295,622.700933692094,11540.0,430.0,11505.546084276406,625.8187287514177,11538.0,431.0,11505.725037808643,627.7383548871113,11538.0,431.0
P015084,CBK290801,G10,12193.342247127915,743.8932866332835,12162.0,505.0,12189.028375042866,737.1764766058631,12158.0,501.0,12188.114880101166,729.8131783547107,12151.0,496.0,12187.4053594393,730.5621839424018,12147.0,497.0,12186.614153592249,734.7674271482837,12147.0,500.0,12185.887094221536,736.7030490455187,12147.0,502.0
P015084,CBK290801,O03,15358.5060623714,907.0050864375488,15449.0,636.0,15347.49125475823,895.3951270934892,15439.0,625.0,15346.231036736968,891.4948104634806,15434.0,628.0,15345.36397968107,892.5294729514728,15433.0,629.0,15345.023995284637,894.742960962517,15432.0,628.0,15361.991049682785,895.4079797505068,15460.0,625.0
P015084,CBK290801,all,13020.128749814243,1845.400472229137,12328.0,1047.0,13014.945251443187,1838.152728619583,12323.0,1041.0,13013.74324721365,1835.7509759669888,12315.0,1036.0,13013.113437428556,1835.660011733929,12312.0,1036.0,13012.39474438443,1837.1865184025098,12314.0,1040.0,13017.867727237654,1845.013433791104,12315.0,1041.0
P015084,CBK290829,F05,13765.74285678155,684.5269762475799,13728.0,465.0,13764.896096150549,676.664365055295,13723.0,462.0,13764.881865869342,672.3444106171538,13723.0,463.0,13763.797396990742,677.3287269643381,13722.0,466.0,13762.029418167009,682.8710137764783,13720.0,468.0,13761.445096750685,683.7812658968624,13719.0,468.0
P015084,CBK290829,G08,13568.659689257545,888.2863390995172,13541.0,631.0,13558.724019118656,882.9311978365115,13522.0,625.0,13553.159991126544,880.0936460996785,13509.0,625.0,13570.859112568587,892.6387568159563,13526.0,636.0,13572.551055684156,897.4313943196531,13528.0,638.0,13571.262069315844,897.8168020912642,13527.0,638.0
P015084,CBK290829,J10,12561.714109525034,825.5924078395672,12438.0,550.0,12559.230647805212,817.0611431483021,12432.0,548.0,12554.392928926613,815.3143212494997,12429.0,546.0,12535.155553283608,834.406126192938,12421.0,562.0,12518.368451303155,850.2078388626165,12415.0,578.0,12513.482972222222,849.8484179661416,12410.0,579.0
P015084,CBK290829,all,13298.70555185471,961.4898321329638,13360.0,688.0,13294.283587691472,955.1158348630603,13353.0,683.0,13290.8115953075,953.4553003403455,13345.0,683.0,13289.937354280979,970.3895574188244,13348.0,688.0,13284.316308384774,981.9223497484508,13346.0,691.0,13282.063379429585,983.197626574493,13344.0,691.0
P015084,CBK291084,B23,11687.608667395405,638.9712850677689,11658.0,434.0,11685.622490912208,632.6413605834595,11656.0,430.0,11686.726542052469,626.1960816713571,11653.0,427.0,11683.410971107682,627.418885011909,11648.0,428.0,11696.52905817044,632.0672958693249,11669.0,431.0,11697.306388203018,634.576877698925,11672.0,433.0
P015084,CBK291084,N02,12400.585086334018,1073.83064689492,12602.0,755.0,12391.264662251371,1065.8152646725464,12595.0,745.0,12396.234430855624,1066.2003830215729,12600.0,742.0,12389.976750685872,1069.448561819205,12590.0,746.0,12381.603122513718,1072.446103943585,12578.0,752.0,12372.847005358368,1071.6323053765698,12570.0,753.0
P015084,CBK291084,O21,13317.276031292868,1051.6084590588598,13400.0,867.0,13316.331241126543,1046.6264225823704,13397.0,866.0,13314.52761715535,1043.7174194492711,13389.0,867.0,13312.821447702332,1044.9693485993166,13384.0,866.0,13312.262448259602,1047.9184039581678,13382.0,865.0,13319.601348036695,1055.4718965697607,13390.0,870.0
P015084,CBK291084,all,12468.489928340763,1155.0038055268144,12356.0,838.0,12464.406131430042,1150.2541985376831,12351.0,832.0,12465.829530021148,1147.5167722685048,12351.0,830.0,12462.069723165296,1149.5826733788272,12346.0,831.0,12463.464876314587,1149.3667688127402,12347.0,825.0,12463.251580532693,1153.7308301412043,12347.0,825.0
P015084,CBK293886,E04,12083.396957218793,578.8508165244727,12096.0,394.0,12091.62579415295,568.7785460284434,12106.0,388.0,12083.616050282923,568.8001456801386,12091.0,392.0,12080.432365397804,572.1101176496145,12086.0,394.0,12080.490230452675,574.7852453078956,12086.0,394.0,12079.574288708847,574.324954197704,12087.0,394.0
P015084,CBK293886,I19,10682.203385245199,620.1649729966044,10729.0,455.0,10681.300811771262,612.3068538223306,10727.0,449.0,10680.403381687243,606.6934625626358,10722.0,450.0,10680.643040723595,606.3581314465322,10721.0,452.0,10686.148067258231,613.6346710762798,10721.0,456.0,10686.104126200275,616.076011605178,10720.0,456.0
P015084,CBK293886,N11,11559.657816615227,709.9514500299612,11450.0,468.0,11558.538033264746,701.347474485646,11446.0,465.0,11557.000452717764,696.7237154539968,11441.0,463.0,11562.930792223937,703.0489423125541,11444.0,468.0,11567.640451517489,710.4824780038899,11449.0,475.0,11563.935421253429,709.8032806677666,11446.0,474.0
P015084,CBK293886,all,11441.752719693073,861.4383425049384,11427.0,604.0,11443.821546396319,857.236856442746,11426.0,605.0,11440.339961562642,852.8289982691987,11420.0,600.0,11441.335399448446,854.6229620184283,11420.0,601.0,11444.759583076131,857.6043250620367,11427.0,605.0,11443.204612054184,857.5085892032304,11426.0,606.0
P015084,CBK303888,D02,11094.154108667695,627.8865408466737,11164.0,400.0,11101.110748756859,631.1955517626864,11169.0,405.0,11096.894375257201,624.867780488514,11166.0,399.0,11106.600361668381,623.637073445293,11178.0,396.0,11110.470572573731,626.5352561910362,11182.0,398.0,11109.067745027434,627.5480427516694,11180.0,399.0
P015084,CBK303888,J23,10083.79965329218,699.1031106851111,10172.0,536.0,10085.797181970165,696.9807838561518,10173.0,536.0,10093.13113747428,700.5980897107492,10179.0,538.0,10082.266232553155,696.2637420686555,10169.0,537.0,10078.989671339163,696.000677617188,10165.0,535.0,10078.265183170439,695.9040267287565,10164.0,535.0
P015084,CBK303888,M17,12909.234260245199,649.2108219251337,12900.0,480.0,12907.48983436214,647.0525129385875,12899.0,480.0,12905.276923525376,641.8290875667608,12897.0,480.0,12912.317941272291,631.2295122324988,12895.0,469.0,12907.020404449588,636.8167455043805,12891.0,472.0,12901.46846244856,643.9232196813552,12890.0,477.0
P015084,CBK303888,all,11362.396007401692,1342.1291905388262,11204.0,986.0,11364.79925502972,1340.1665502120659,11210.0,986.0,11365.10081208562,1336.0671146044683,11210.0,982.0,11367.061511831276,1338.968937670132,11215.0,996.0,11365.49354945416,1339.021151147696,11218.0,994.0,11362.933796882144,1338.4875058205762,11216.0,989.0
P015084,CBK308101,C21,11664.06966409465,1034.196480658801,11880.0,759.0,11659.7083489369,1029.0689333870657,11876.0,753.0,11661.260894804527,1027.9004690850015,11880.0,751.0,11645.983511831275,1025.2899624921524,11857.0,752.0,11641.480118227024,1029.4670422032132,11852.0,756.0,11631.255749185528,1028.4605180252688,11839.0,757.0
P015084,CBK308101,H22,12324.18928125,830.6500720685697,12319.0,687.0,12323.08148109568,826.9819479333673,12318.0,686.0,12320.277684327846,822.7324526709892,12314.0,685.0,12315.812076946158,820.5827934781314,12308.0,684.0,12309.600615097737,819.2775345576146,12302.0,682.0,12309.229800925927,820.6513138283568,12303.0,683.0
P015084,CBK308101,I08,12308.568868012688,747.3943313970335,12360.0,552.0,12308.307939386146,743.4744116528558,12360.0,550.0,12307.14909696502,742.0075520999222,12357.0,549.0,12305.748654449588,742.2921365732839,12353.0,549.0,12305.217250728738,742.738448671005,12352.0,549.0,12304.04589866255,743.2608189048565,12352.0,550.0
P015084,CBK308101,all,12098.942604452446,931.2954954393704,12200.0,646.0,12097.032589806242,927.8333325365911,12197.0,644.0,12096.229225365798,925.1892821087054,12196.0,643.0,12089.181414409008,925.6097902946973,12186.0,643.0,12085.432661351166,927.0614633541181,12183.0,643.0,12081.510482924668,928.7525119297078,12178.0,644.0
P015084,CBK308652,C03,11783.208983539094,664.0997137111956,11786.0,518.0,11780.752185613854,657.2896849423132,11780.0,514.0,11786.31779933985,652.3634146804608,11788.0,515.0,11780.159711762688,653.8013404621953,11776.0,515.0,11777.856956747257,657.6394271671863,11773.0,515.0,11784.977211505488,663.2427272701333,11780.0,520.0
P015084,CBK308652,J20,12342.561357253086,770.4544810059591,12371.0,550.0,12342.512386702674,762.2982067438134,12372.0,546.0,12341.745469564472,754.6717984299631,12366.0,545.0,12353.863523919754,756.7108140510022,12384.0,542.0,12344.172538065844,759.3093390576868,12364.0,544.0,12339.50558269033,765.9037896072828,12362.0,548.0
P015084,CBK308652,O07,10578.396824888547,681.3259832680747,10608.0,478.0,10586.197770961935,684.1463998810441,10615.0,484.0,10589.772357081618,677.6749480392233,10614.0,476.0,10578.819726251715,681.2609643387221,10604.0,479.0,10572.908902734911,680.2942830402416,10598.0,477.0,10570.938767318245,678.7399114015248,10596.0,475.0
P015084,CBK308652,all,11568.055721893576,1020.5240925052884,11563.0,738.0,11569.820781092822,1014.9290916543033,11565.0,733.0,11572.611875328646,1009.5479367397871,11568.0,731.0,11570.947653978052,1017.3869666826605,11563.0,736.0,11564.979465849337,1017.923257127242,11559.0,734.0,11565.140520504687,1020.3910923144176,11558.0,739.0
P015084,CBK308709,F12,11839.503542524006,762.054178182436,11875.0,593.0,11835.532389060356,753.0165933806666,11871.0,591.0,11831.975782107338,747.974872127957,11864.0,589.0,11823.08380366941,744.8445360447901,11854.0,584.0,11834.911240997943,750.0625743960396,11872.0,588.0,11837.542555384089,751.0914636841965,11877.0,589.0
P015084,CBK308709,K04,15859.235601937586,649.5925551273751,15833.0,392.0,15857.78733367627,636.8678207651668,15829.0,388.0,15857.25185802469,636.7436947158184,15823.0,384.0,15858.524326560357,647.1694235377732,15821.0,386.0,15856.468134002058,653.2552806071368,15820.0,391.0,15855.272755272634,652.236291139122,15820.0,392.0
