plate,compound,well,mean_C1,std_C1,median_C1,mad_C1,mean_C2,std_C2,median_C2,mad_C2,mean_C3,std_C3,median_C3,mad_C3,mean_C4,std_C4,median_C4,mad_C4,mean_C5,std_C5,median_C5,mad_C5
P015098,CBK308966,J23,213.45758994913123,143.0795791030398,197.0,19.0,1339.4855955170706,919.0651487441269,1168.0,103.0,946.1953155959458,565.5171945718015,829.0,60.0,645.9253124523701,540.7187986547438,541.0,45.0,307.2472985015623,395.9967803040447,226.0,23.0
P015098,CBK308966,K14,217.93336846041,132.35980222746875,203.0,20.0,1015.5869646871666,1097.297239551922,802.0,73.0,961.0135640289209,519.6192355833019,853.0,60.0,669.6767054612483,531.9750018390156,563.0,46.0,308.35569006249045,373.558941319593,231.0,24.0
P015098,CBK308966,N21,213.96389843869076,138.1999979350562,198.0,19.0,1343.4455194996951,1107.118154025514,1130.0,106.0,943.2041821702103,596.795305368614,822.0,58.0,645.9235838906036,569.7428997598269,536.0,44.0,312.0501901863283,444.6853796160568,224.0,23.0
P015098,CBK308966,all,215.11828561607732,137.96392987845448,199.0,19.0,1232.8393599013107,1055.9763778727258,1068.0,172.0,950.1376872650256,561.5930864772743,835.0,60.0,653.841867268074,547.8312717067136,546.0,45.0,309.217726250127,405.839651438476,227.0,24.0
P015098,CBK309016,I13,222.6267651891861,155.026900916075,204.0,20.0,964.8712584543134,936.1131870001366,784.0,72.0,940.2586999171239,576.1034428861296,817.0,59.0,655.5998334381192,575.4075228423942,540.0,45.0,321.28786010611947,415.34521969569084,236.0,25.0
P015098,CBK309016,K12,220.09385066586648,141.48296498752978,204.0,20.0,891.0955141889575,852.8828206685375,732.0,69.0,899.9351588934613,528.325236319043,789.0,56.0,628.1789935318549,528.183011707744,522.0,43.0,305.4416554260021,383.20485958841084,225.0,23.0
P015098,CBK309016,M04,219.16921760688157,145.99451221272145,202.0,20.0,870.3283660789133,1123.0896445041597,657.0,63.0,967.465518856691,655.1600662573984,831.0,60.0,674.1689772662323,646.4781499854672,547.0,45.0,330.1668271081009,460.2390330985133,241.0,25.0
P015098,CBK309016,all,220.62994448731138,147.61614116581268,203.0,20.0,908.765046240728,978.0908022014611,724.0,79.0,935.8864592224254,589.5100491500389,812.0,60.0,652.6492680787354,585.6835629316025,536.0,45.0,318.96544754674085,420.9082801835396,234.0,25.0
P015098,CBK309020,C05,202.71943956237615,36.273969238112464,202.0,19.0,569.2596483243789,400.21643012686513,552.0,49.0,723.2456138784103,118.90223031071991,719.0,47.0,493.9037745532312,107.92277959999866,489.0,36.0,213.6993252029035,77.23530060961488,209.0,19.0
P015098,CBK309020,L15,199.86672765679774,30.746701075925348,199.0,18.0,773.4708162103719,364.1699622435114,761.0,63.0,809.1976612035132,103.49878706625212,809.0,53.0,546.3653275748743,79.56219414882842,544.0,40.0,212.3699521081009,56.32154196383728,209.0,19.0
P015098,CBK309020,N13,204.2581159741274,40.31319627351557,203.0,19.0,699.6315318977671,384.2909958953665,681.0,58.0,796.5934588620256,136.7995020676795,792.0,52.0,539.0116272528959,124.41113142669664,532.0,40.0,217.52968333238073,103.12449004901887,210.0,19.0
P015098,CBK309020,all,202.28142773110045,36.038147345787685,201.0,19.0,680.7873321441726,392.36729315417244,665.0,88.0,776.3455779813164,126.32324318052926,772.0,58.0,526.4269097936672,108.11917600538582,521.0,42.0,214.53298688112838,81.21252386620381,209.0,19.0
P015098,CBK309021,C16,201.99521150072397,35.393613885924815,200.0,19.0,626.9767632125438,704.999181859286,524.0,67.0,832.8308324045496,297.31756343485404,789.0,55.0,569.4290339220394,254.16197161248067,531.0,42.0,258.66648057651275,234.91490779554215,224.0,22.0
P015098,CBK309021,D19,198.49606012326626,35.2126107377153,196.0,18.0,700.2942322530864,640.9057358075017,603.0,87.0,822.2428155483158,272.89689217601244,784.0,54.0,560.0218196302012,230.42849995554403,526.0,41.0,247.53584371665906,199.96833051860574,217.0,21.0
P015098,CBK309021,I08,204.77192886945588,78.54935989152533,202.0,19.0,534.3403610825331,697.0937381375038,444.0,44.0,879.4680170943835,295.9080973235712,840.0,58.0,599.0823438452599,260.95374093577834,562.0,44.0,257.1422168876696,204.88173255254438,227.0,22.0
P015098,CBK309021,all,201.75440016448204,53.79720577517432,199.0,19.0,620.5371188493878,684.9711029358025,513.0,78.0,844.8472216824163,289.9919548371017,804.0,58.0,576.1777324658335,249.4150730463263,539.0,44.0,254.44818039361377,213.87044656062037,222.0,22.0
P015098,CBK309040,I23,235.3724267451608,175.63921814647998,200.0,21.0,1682.9999814481405,1081.4922812400623,1319.0,174.0,1204.2842854557232,570.1235451989625,952.0,135.0,799.6609270214144,530.7355996599732,616.0,89.0,463.1225990464487,510.74404121758397,272.0,55.0
P015098,CBK309040,N16,238.55829901596556,175.1539431644687,203.0,21.0,1307.445600184804,991.1518263883268,953.0,149.0,1270.0007868941473,600.1725218078267,991.0,150.0,841.7928115712162,556.9930966141427,642.0,96.0,481.4045938119189,512.9360263721219,281.0,59.0
P015098,CBK309040,O09,238.2224761612178,164.64010066473483,208.0,21.0,1057.3097193644262,1043.1556012389028,717.0,102.0,1180.0189553326475,594.1022119767915,944.0,105.0,793.5292236320682,535.4799780208583,616.0,75.0,445.7581857757964,500.8516651009491,269.0,44.0
P015098,CBK309040,all,237.3844006407814,171.8919524497804,204.0,21.0,1349.2517669991237,1070.5990365428754,1063.0,302.0,1218.1013425608394,589.5026385593374,962.0,129.0,811.660987408233,541.6152024016593,624.0,86.0,463.4284595447213,508.41279381784335,274.0,52.0
P015098,CBK309049,D13,299.13609987044657,287.1176702585633,218.0,26.0,1442.740925806851,1356.0559567467628,901.0,195.0,1454.3081496246762,783.4291287123979,1031.0,229.0,1051.8405540075828,840.000200187853,688.0,150.0,614.6814158712467,691.7662288671565,324.0,95.0
P015098,CBK309049,E15,288.311879358139,274.04416154673095,213.0,25.0,1447.3479162141823,1254.7970899073646,974.0,190.0,1316.2149219821674,701.168620816848,953.0,193.0,956.8878274557994,762.4384392831461,637.0,127.0,571.984282002553,645.5250853809463,306.0,83.0
P015098,CBK309049,I12,275.44084038256364,257.753194146425,212.0,23.0,1279.8161026091677,1263.361105212392,842.0,136.0,1267.1538141337066,674.6216294927606,960.0,140.0,921.4789174906646,740.4507558977763,642.0,97.0,515.9179247161256,606.1646941049207,288.0,59.0
P015098,CBK309049,all,287.6296065370497,273.40744872238093,214.0,25.0,1389.9683148767338,1294.565004652566,907.0,180.0,1345.8922952468502,725.5681612559706,980.0,186.0,976.7357663180155,784.0637773963388,654.0,124.0,567.5278741966417,650.0219715734873,304.0,77.0
P015098,CBK309084,C14,275.10285308070416,252.56865071348582,211.0,24.0,1317.1795577798734,1252.5740913445857,864.0,152.0,1292.1853723946426,711.5228197980218,936.0,153.0,907.6962835791038,698.1125194666661,624.0,106.0,548.0228218354672,612.7467899681341,297.0,67.0
P015098,CBK309084,F10,294.6150608948712,279.3702478867412,216.0,25.0,1324.3374167428747,1176.4280531253717,855.0,199.0,1419.499667257278,752.6265910517373,1067.0,289.0,1041.05063219212,804.6222725512831,703.0,163.0,628.8951632039705,664.7389208193698,351.0,110.0
P015098,CBK309084,N18,270.6363512612407,251.26257483173063,207.0,23.0,1620.1697569682594,1352.894592362958,1125.0,189.0,1310.0901491769548,718.7204055202786,953.0,177.0,914.9736307346441,722.1641565275911,628.0,117.0,544.1915016051288,614.0959160955291,298.0,74.0
P015098,CBK309084,all,280.118088412272,261.59559016071273,211.0,24.0,1420.5622438303358,1270.5692888041792,999.0,250.0,1340.591729609625,730.016099003816,963.0,192.0,954.573515501956,745.5519382203288,647.0,128.0,573.7031622148554,632.199027364191,311.0,82.0
P015098,CBK309265,D04,207.44451281721535,56.71373111741551,203.0,19.0,613.6188203017832,753.5883917653559,516.0,49.0,772.9188330427908,270.4863005102031,739.0,50.0,535.6723972860464,283.19773085494654,500.0,38.0,251.28580773224357,212.47031479701008,223.0,21.0
P015098,CBK309265,M05,203.14160217573541,54.26825501479063,199.0,19.0,645.7292488521185,798.1981380095632,557.0,52.0,880.602702069997,287.34338381146347,848.0,57.0,605.4314661208276,295.48570011075986,571.0,43.0,253.55401939490932,206.73598622068266,227.0,22.0
P015098,CBK309265,O17,200.37874799954275,53.25855326448688,196.0,18.0,846.6414719793096,680.7868012057837,775.0,69.0,845.3079110463344,258.6150073972309,819.0,56.0,578.3165619998857,266.01541576497436,549.0,42.0,243.01517987444748,199.86747893094582,219.0,21.0
P015098,CBK309265,all,203.65495433083117,54.8431767476352,199.0,19.0,701.9965137110705,752.8579295282984,589.0,98.0,832.9431487197073,276.06642913159726,801.0,65.0,573.1401418022532,283.28449303800016,540.0,47.0,249.2850023338668,206.47191108830626,223.0,22.0
P015098,CBK309391,I22,217.4429386716964,148.478513932457,198.0,19.0,1308.4287381401464,971.0399864431898,1102.0,98.0,878.744178788485,538.1810551386535,751.0,54.0,611.5282577208123,522.0786824852735,494.0,41.0,322.21804095698064,410.80163118993613,227.0,24.0
P015098,CBK309391,J15,226.38465946978357,167.56747547240172,203.0,20.0,984.4772773538714,1026.1132774548305,757.0,73.0,994.3030042104862,674.0567728739006,823.0,61.0,704.2503180965173,678.2152411257321,543.0,47.0,363.8278507468374,498.1050324084691,242.0,27.0
P015098,CBK309391,K16,222.38709474070265,167.10733020765343,199.0,20.0,1076.5017745008383,1155.7542949736444,817.0,75.0,1031.0545040294924,660.7029788670962,866.0,65.0,730.9582433842021,680.73871078628,570.0,49.0,354.9157690329218,492.6534007984089,236.0,26.0
P015098,CBK309391,all,222.07156429406086,161.33785903038418,200.0,20.0,1123.1359299982853,1062.595798810934,865.0,146.0,968.0338956761545,630.6489050001021,812.0,71.0,682.2456064005106,633.4575303066966,536.0,52.0,346.9872202455799,469.23127125877414,235.0,26.0
