plate,compound,well,mean_C1,std_C1,median_C1,mad_C1,mean_C2,std_C2,median_C2,mad_C2,mean_C3,std_C3,median_C3,mad_C3,mean_C4,std_C4,median_C4,mad_C4,mean_C5,std_C5,median_C5,mad_C5
P015090,CBK289731,B15,225.55317203456028,163.00153101205302,209.0,20.0,471.38606400510594,950.4166915817794,332.0,34.0,751.060363344955,356.3814437335026,699.0,47.0,524.1203341239902,396.3560631512187,466.0,36.0,287.9264268023167,390.68900130485025,229.0,23.0
P015090,CBK289731,C05,224.36384892737388,143.82329573365047,212.0,20.0,435.47365369227253,942.8598076679841,320.0,33.0,677.3365259202103,320.4684550963315,637.0,42.0,477.27004146185794,382.6277098633199,429.0,33.0,269.97369836915107,353.15376129040544,225.0,22.0
P015090,CBK289731,D07,236.1169736177793,194.51832349409753,214.0,21.0,519.6649811861759,1220.0324121808926,318.0,34.0,747.2291849327465,419.43317632895725,677.0,47.0,535.4350083590535,496.5341158668688,454.0,36.0,309.4705773224356,445.29954715079197,235.0,24.0
P015090,CBK289731,all,228.6779981932378,168.4989935288382,212.0,21.0,475.5082329611848,1046.3149891488736,323.0,34.0,725.2086913993039,369.268154083318,670.0,49.0,512.2751279816339,428.93288768818803,449.0,37.0,289.12356749796777,398.509436521117,230.0,23.0
P015090,CBK289737,G15,278.96056791552354,255.10632090917738,217.0,24.0,824.809454946845,1130.211897931856,408.0,94.0,1310.0442338963192,659.0243474968757,992.0,163.0,898.8641712867703,625.9422130405782,649.0,109.0,550.8508321664,590.4690424105409,305.0,70.0
P015090,CBK289737,J08,306.6228019737845,292.5975948963544,227.0,27.0,922.5609409531703,1168.5241269832998,432.0,149.0,1343.8588439500456,743.2323361810536,997.0,286.0,974.1310832475995,779.7337612446945,645.0,166.0,647.8499208390489,692.0128277272449,356.0,118.0
P015090,CBK289737,L17,275.51720045534216,248.07518011840887,217.0,24.0,832.3284428583677,1056.9883840436787,418.0,86.0,1221.982490640718,628.4147488343874,923.0,132.0,849.0637948197683,606.2002806101453,609.0,93.0,522.2875426526064,571.5734279060104,291.0,59.0
P015090,CBK289737,all,287.0335234482167,266.3427745326122,220.0,25.0,859.899612919461,1120.4121182565084,417.0,109.0,1291.9618561623608,680.5708079781695,961.0,195.0,907.3530164513794,677.0514940432117,632.0,123.0,573.6627652193517,622.6007707230594,309.0,78.0
P015090,CBK289739,H13,313.714884449779,300.4978794246044,223.0,27.0,1004.5194490169182,1136.341527738302,553.0,215.0,1416.37920772367,756.0570575341835,1242.0,451.0,1014.7001881144262,792.9402312421956,718.0,213.0,678.9911727680612,700.3923524913679,418.0,159.0
P015090,CBK289739,I06,290.91445723308186,265.8548379765383,223.0,25.0,752.5495073874029,1069.3932757678601,357.0,94.0,1223.8233702941625,705.1049702113897,852.0,173.0,883.9430212858177,730.2916712151734,575.0,117.0,564.062773229119,625.6741796540048,304.0,79.0
P015090,CBK289739,L03,277.7181771785932,240.85160340509626,216.0,24.0,817.1085426668953,1120.9759227931984,345.0,92.0,1281.0270209857492,766.9551608615614,855.0,166.0,934.7317171305822,810.8592716540406,576.0,117.0,598.6217769775949,664.6934682864995,319.0,81.0
P015090,CBK289739,all,294.1158396204847,270.5861046062742,220.0,25.0,858.0591663570721,1114.4088001440518,406.0,138.0,1307.0765330011939,747.5676675982115,902.0,226.0,944.4583088436087,780.6543242720697,604.0,143.0,613.8919076582584,666.0302963939004,331.0,99.0
P015090,CBK289740,C02,224.54406404797288,166.37491469549875,208.0,20.0,668.1393567339202,971.8475358488118,525.0,60.0,884.8300182660798,409.41039478249365,823.0,57.0,616.2229154521034,480.37523234239467,543.0,42.0,294.2294417057232,406.46882836836926,230.0,23.0
P015090,CBK289740,G13,227.09855012098004,165.07486951303827,210.0,20.0,494.91614923887363,1074.9738659283994,337.0,37.0,794.0528108567672,409.86733367366725,732.0,50.0,556.5777683946807,444.5997470830819,489.0,38.0,296.27019385383323,420.45351083342626,231.0,23.0
P015090,CBK289740,M18,227.15765115359702,161.61873703679805,210.0,20.0,555.7732033750572,1171.981682747156,373.0,41.0,773.4943639974852,396.885149598036,711.0,49.0,538.0163394490169,406.05245421142155,474.0,37.0,295.7078426021186,425.7370934109361,228.0,23.0
P015090,CBK289740,all,226.26675510751664,164.37294403200607,209.0,20.0,572.9429031159503,1078.4313991086822,394.0,73.0,817.4590643734441,408.3076934336877,751.0,62.0,570.2723410986004,445.962382857884,500.0,44.0,295.40249272055837,417.63315565449307,229.0,23.0
P015090,CBK289756,C07,228.88566422325104,128.0458196754428,213.0,21.0,433.38432722717573,760.8424805409285,304.0,33.0,777.3459922506097,305.5459184016716,715.0,52.0,540.2476659665066,315.2687259080695,476.0,39.0,291.4449674687548,231.43239308259732,242.0,25.0
P015090,CBK289756,G09,248.63309582666514,411.11006271030647,215.0,21.0,496.64675401996647,1156.4489734704975,305.0,35.0,891.3158935852005,362.6986142996879,808.0,61.0,616.6343996484911,368.76428080125066,533.0,46.0,308.12390382087335,264.56165819742887,244.0,26.0
P015090,CBK289756,O23,249.11955151653711,452.24571340536784,207.0,21.0,517.8334465735026,713.1883169634358,386.0,43.0,793.8950024053117,288.4849820582742,732.0,54.0,539.4160033960143,269.57205083204445,484.0,41.0,273.4113974860921,215.18899028147248,226.0,24.0
P015090,CBK289756,all,242.2127705221511,360.6475365480735,212.0,21.0,482.6215092735482,899.769224487452,328.0,48.0,820.8522960803739,324.4055027628903,749.0,63.0,565.4326896703374,322.4816911643728,496.0,46.0,290.99342292524005,238.37149576603076,237.0,26.0
P015090,CBK289839,B04,270.09384756992074,236.29627715604641,216.0,23.0,863.6887432127344,958.1515052302902,537.0,90.0,1133.206721060052,672.0525742306785,811.0,106.0,810.0390561890337,689.5095239771892,545.0,79.0,497.7287610739598,530.8266370453432,297.0,54.0
P015090,CBK289839,E21,287.9137250895443,264.71907053681986,219.0,25.0,917.3833029454352,1152.6801660793767,446.0,115.0,1226.7449166476147,645.5441928287732,894.0,175.0,847.5168883125667,630.4289326535156,592.0,113.0,544.8082470517071,580.8668735617307,308.0,78.0
P015090,CBK289839,I15,293.21231231424326,267.21707590157115,220.0,25.0,869.78486916057,1055.333490870376,447.0,128.0,1328.8300731357645,710.02380411497,967.0,235.0,936.2303193110806,725.6319622608535,640.0,146.0,576.4520294638775,612.1824751723238,321.0,95.0
P015090,CBK289839,all,283.73996165790277,256.6518034970808,218.0,24.0,883.6189717729131,1058.6443021880373,502.0,142.0,1229.5939036144769,681.0927966299704,883.0,171.0,864.5954212708937,685.0317265919435,587.0,112.0,539.6630125298481,576.5093271742691,305.0,73.0
P015090,CBK290181,M22,258.8435165895062,221.234077922926,213.0,22.0,767.5164987235178,961.6180974894291,442.0,65.0,1036.7566425421048,555.7422603395053,799.0,79.0,688.0169968850023,478.2484752317867,519.0,59.0,447.7254449112178,487.1068901494818,275.0,40.0
P015090,CBK290181,N08,282.23552061899863,257.41774813357875,223.0,24.0,702.868489154664,920.5040614418466,357.0,63.0,1139.3832000409618,661.872111933153,819.0,98.0,791.314662851509,621.8560593581708,544.0,73.0,508.51787482376926,564.7220600603717,285.0,48.0
P015090,CBK290181,O18,263.6832896090535,228.0071832158376,215.0,23.0,712.4572283426688,885.1016857411366,419.0,67.0,1081.2867628553192,579.0474796566194,829.0,91.0,726.8834693644261,511.8715824782882,541.0,66.0,462.6960174944749,506.45728361028125,275.0,43.0
P015090,CBK290181,all,268.2541089391861,236.29121961178288,217.0,23.0,727.6140720736169,923.377200658961,413.0,79.0,1085.808868479462,602.0844114379489,815.0,89.0,735.4050430336458,542.4890810866146,535.0,66.0,472.9797790764873,521.1172616176336,278.0,43.0
P015090,CBK290285,J07,305.76549332704616,288.92676581431425,226.0,26.0,899.3070974794239,1193.9880056783202,393.0,121.0,1358.5007446702102,798.4884053569472,926.0,224.0,1026.829502171925,872.6041477539547,642.0,153.0,629.664113344955,667.6332494562599,340.0,100.0
P015090,CBK290285,K09,284.53260057060663,258.5105589510607,222.0,25.0,730.4715022957629,1001.0071784478503,351.0,73.0,1144.7729918743332,652.1781571790478,831.0,126.0,827.8000858529568,679.9911697769451,558.0,92.0,512.2178076655616,561.6242629992237,290.0,61.0
P015090,CBK290285,M19,297.4863989149901,279.6105728699519,222.0,26.0,921.869265284446,1095.3875743411595,461.0,125.0,1253.862210028959,682.7024532162336,894.0,199.0,875.6902909950846,652.9301512564621,599.0,125.0,570.6373754000914,594.7334725658067,317.0,86.0
P015090,CBK290285,all,295.928164270881,276.11441925645363,223.0,25.0,850.5492883532108,1102.9323347019958,409.0,120.0,1252.3786488578342,719.2231455782936,878.0,177.0,910.1066263399888,746.4866269308534,596.0,122.0,570.8397654702027,611.4901881907323,313.0,82.0
P015090,CBK290479,C08,228.5806917057232,160.26838180752702,214.0,21.0,459.4253959952751,1035.1536769694426,326.0,33.0,706.0389816243713,351.8311534495167,660.0,44.0,497.93748192443985,411.9007266913484,444.0,34.0,283.8156435994894,383.01431812988966,233.0,23.0
P015090,CBK290479,G03,220.79493229404815,136.65403749335348,208.0,20.0,401.0202392689758,923.3588590396381,272.0,28.0,721.6441371361072,377.2716731305117,666.0,46.0,515.2711393556623,458.6533844092412,447.0,35.0,295.7853781102347,378.23163404636875,239.0,23.0
P015090,CBK290479,L15,225.4975590134888,166.48368906003031,209.0,20.0,479.6242471850709,970.6054863359876,341.0,36.0,793.8080762031321,375.04383143098323,739.0,51.0,552.2085182565539,409.3709915341009,492.0,39.0,289.4544899786618,389.88979373661505,231.0,23.0
P015090,CBK290479,all,224.95772767108673,155.03531323013763,210.0,20.0,446.6899608164406,978.0153900646427,313.0,40.0,740.4970649878702,370.2079630393364,686.0,52.0,521.8057131788853,427.8420534353706,460.0,39.0,289.6851705627953,383.77289518598445,234.0,23.0
P015090,CBK290481,F14,233.94404109034446,199.51143106557953,210.0,21.0,578.0971354642966,1321.6811408759206,344.0,37.0,789.0847448464411,476.6286139159333,702.0,49.0,562.0401124066453,529.250419297672,467.0,38.0,330.51431667714525,524.8261510618407,237.0,24.0
P015090,CBK290481,I08,229.87938207304526,167.84781670380417,214.0,21.0,454.60923318187014,1167.2805194927253,300.0,32.0,825.8026258621018,444.7059238970087,767.0,52.0,577.2346675668724,486.03636458041973,511.0,40.0,297.77647026463194,449.06834383291755,237.0,23.0
P015090,CBK290481,L11,233.26602097146014,181.8246134987333,214.0,21.0,444.3796389412818,943.316989376567,307.0,32.0,778.6255228337906,438.57847702969826,713.0,49.0,551.798796510631,502.41606097242715,477.0,38.0,305.6246912627648,473.77675568365805,235.0,23.0
P015090,CBK290481,all,232.36314804494995,183.52781284933218,213.0,21.0,492.3620025291495,1156.1876842463842,316.0,36.0,797.8376311807779,454.0620493280819,726.0,54.0,563.6911921613829,506.3223061809181,485.0,41.0,311.305159401514,483.7883715595191,236.0,24.0
P015090,CBK290547,C19,273.5921423706371,240.0415729226244,217.0,24.0,855.5232920143652,1132.1490377099944,413.0,83.0,1111.3964365188233,624.9576300407463,817.0,118.0,768.9879491740969,580.2149670570354,536.0,83.0,532.5586002991159,606.4820023532147,285.0,58.0
P015090,CBK290547,E17,288.12539823388204,262.9415908841517,219.0,25.0,924.0321760926307,1210.828560575342,436.0,120.0,1254.52189312319,701.1702477275996,902.0,186.0,885.1083449788523,687.5871825132814,594.0,121.0,608.0783091611416,706.2264200230676,315.0,88.0
P015090,CBK290547,M08,271.2836235901539,233.2910163802077,221.0,23.0,754.5433307613168,1123.358496735544,359.0,63.0,1078.6991397081238,636.0858544403205,807.0,93.0,783.7673099803765,651.3139567435621,536.0,70.0,504.6549089791952,600.9424825166038,277.0,47.0
P015090,CBK290547,all,277.6670547315577,245.8655901939549,219.0,24.0,844.699599622771,1158.2084616196241,401.0,90.0,1148.2058231167123,659.369948406658,837.0,128.0,812.6212013777753,643.3314867512146,553.0,90.0,548.4306061464843,641.205667347902,289.0,61.0
P015090,CBK290573,G22,223.93111406416705,168.1849344326597,208.0,20.0,555.8427873752096,1223.3710505333006,385.0,39.0,734.7986621704008,383.48542040964657,684.0,46.0,508.9863021785932,382.55875552415665,456.0,35.0,279.8756265241579,387.6624631695872,225.0,22.0
P015090,CBK290573,H07,233.2791679526749,183.9968351070988,213.0,21.0,526.0136132782732,1279.3078528331303,319.0,34.0,761.4187484758421,433.61646922740874,690.0,48.0,545.5892988159198,516.3552706521316,461.0,37.0,313.35172298906417,474.76403915718896,235.0,24.0
P015090,CBK290573,N17,221.9582944911218,149.3390790057498,208.0,20.0,521.9440987940101,1065.250784251457,376.0,39.0,770.5617910760554,339.5003717914505,725.0,49.0,532.704527630125,369.6822507258551,483.0,37.0,279.5732430269776,365.10162161135673,229.0,22.0
P015090,CBK290573,all,226.38952550265458,167.84547932150784,210.0,20.0,534.6001664824976,1192.8550759752136,360.0,44.0,755.5930672407661,387.7435669081125,699.0,49.0,529.0933762082127,428.3022234215258,466.0,37.0,290.9335308467332,412.2039062798436,229.0,23.0
P015090,CBK290613,C14,271.3049870208429,234.49608048706395,216.0,23.0,796.8674851156455,1056.5829002549935,405.0,81.0,1129.1555408855356,582.44969696297,849.0,122.0,783.1634437633364,569.2501067906785,561.0,85.0,502.1070682584591,540.8012552479325,288.0,58.0
P015090,CBK290613,E15,288.30545388946047,261.77126912548687,219.0,25.0,937.4316813843164,1199.862475096152,456.0,122.0,1278.1047683756287,681.427793950466,920.0,186.0,893.1839334705076,681.6206559758175,608.0,120.0,573.9246781883478,615.6199781314045,315.0,84.0
P015090,CBK290613,J04,292.9889099651349,264.7168603986774,224.0,26.0,867.5859592430651,1173.9479553545686,371.0,103.0,1272.368747880468,757.5692741734672,856.0,179.0,931.2167487568587,803.170454540152,581.0,122.0,590.9402320530407,652.7983922411108,314.0,83.0
P015090,CBK290613,all,284.19978362514604,254.19677832491772,219.0,25.0,867.2950419143423,1146.599386551662,418.0,114.0,1226.5430190472107,681.1132126530729,876.0,164.0,869.1880419969009,694.1562688020384,582.0,109.0,555.6573261666159,606.0929262592601,304.0,74.0
P015090,CBK290753,F17,238.26557632220698,173.44279463140032,212.0,21.0,581.4365266822892,943.8750072772493,358.0,45.0,856.9439787665752,376.9698670010847,758.0,61.0,585.2210248294848,353.989052775112,500.0,45.0,336.83399960467153,383.8660041787281,239.0,28.0
P015090,CBK290753,I22,233.80638286370217,162.37488018239125,212.0,21.0,556.1459530511736,859.7339175165238,380.0,46.0,888.8447160303307,365.9434607848832,805.0,61.0,603.1542807165447,346.20470195973303,530.0,46.0,328.1419782616979,394.5469708527078,241.0,27.0
P015090,CBK290753,O15,230.56354595336077,149.46866705452726,212.0,21.0,511.97366024138853,803.3205714166774,359.0,44.0,825.3962619551136,328.7660059582447,756.0,56.0,560.7667118436596,306.0315421335983,500.0,42.0,309.59453251219327,350.387816245228,237.0,25.0
P015090,CBK290753,all,234.21183504642332,162.08927003142733,212.0,21.0,549.8520466582838,871.3664257065379,366.0,46.0,857.0616522506732,358.75751222081766,773.0,62.0,583.0473391298964,336.51482893827733,510.0,46.0,324.85683679285427,376.90813454639755,239.0,27.0
P015090,CBK290760,E22,229.07807570301784,152.39450886769313,210.0,20.0,497.1735481205228,842.8022275377335,345.0,38.0,799.7289991760022,344.6515772599523,731.0,54.0,544.0648163627877,321.4563324749379,483.0,41.0,312.00790825998325,358.00102111225794,240.0,26.0
P015090,CBK290760,K05,231.9054972327008,139.9574715112937,216.0,21.0,446.65428043076514,883.3047961317809,291.0,31.0,746.2827196454427,307.92924277114827,685.0,50.0,517.1105208809632,310.51558194391225,458.0,38.0,304.5971538256363,305.54128057861254,244.0,26.0
P015090,CBK290760,O07,229.10012855319312,132.05769432228433,216.0,21.0,390.60199347946195,687.0031345498224,298.0,31.0,757.9498756144261,284.14592207292895,713.0,50.0,522.2668781673906,304.98314704002564,477.0,38.0,288.73253438881267,307.0437831282841,241.0,24.0
P015090,CBK290760,all,230.02790049630391,141.72356084057776,214.0,21.0,444.80994067691665,809.9794472714019,310.0,38.0,767.9871981452903,314.0718640986871,709.0,53.0,527.8140718037139,312.61171035591934,473.0,40.0,301.77919882481075,324.5914728972229,241.0,25.0
P015090,CBK290799,E07,235.5051516060814,155.54923603599224,214.0,21.0,502.4004616293248,1015.2730259737259,308.0,36.0,787.1361403082609,392.5015608034617,708.0,53.0,551.8693522567063,358.6480474555516,472.0,41.0,327.59088951284104,367.6778456693423,241.0,27.0
P015090,CBK290799,H10,240.81720464677642,187.05773732300722,215.0,21.0,538.6194944796906,933.0890679189916,329.0,40.0,799.3953887317101,369.9631203962441,704.0,56.0,561.4168995532312,404.4569900696071,468.0,42.0,350.66579218106995,436.9970846769177,245.0,28.0
P015090,CBK290799,O21,226.3450422239369,148.5001397864307,209.0,20.0,555.9921854519129,886.4422133329304,399.0,44.0,766.9936886764593,304.7148729089525,706.0,51.0,521.4895548744475,296.8244012658401,466.0,39.0,303.40887033702944,370.32823787264425,233.0,24.0
P015090,CBK290799,all,234.22246615893155,164.66698020135948,212.0,21.0,532.3373805203094,946.697691519173,344.0,52.0,784.5084059054768,357.9183482415011,706.0,53.0,544.925268894795,356.45852064152143,469.0,41.0,327.2218506769801,393.45193124175876,240.0,27.0
P015090,CBK290803,B11,230.8505560318549,145.27008101408427,215.0,21.0,480.37209690786466,917.6173789926347,327.0,35.0,755.454477499619,307.18971725459727,701.0,50.0,521.6703159531703,335.22461611431794,466.0,38.0,311.22963124904743,446.53110531256357,237.0,24.0
P015090,CBK290803,H09,234.38840425430575,174.67685004824065,214.0,21.0,488.08760140413045,1007.3777125352324,312.0,35.0,771.5660467154397,366.11078352963256,701.0,51.0,541.3189976994742,413.30439799917804,468.0,39.0,329.8778225499162,521.1431326232661,235.0,25.0
P015090,CBK290803,I20,229.26229683451456,170.5952277469665,210.0,20.0,518.2112614073693,915.139527487412,365.0,40.0,834.4648652787304,349.7809768454405,770.0,56.0,573.7625390803612,375.12939776080196,509.0,42.0,329.42979488168726,526.52984812469,237.0,25.0
P015090,CBK290803,all,231.50041904022507,164.04460986998566,213.0,21.0,495.5569865731215,947.8240788720854,334.0,40.0,787.1617964979297,343.62553347697747,723.0,57.0,545.5839509110019,376.52012709054776,480.0,42.0,323.5124162268836,499.47982082458236,236.0,25.0
P015090,CBK290810,B13,247.61658531473861,182.60484751454374,214.0,22.0,581.5390064633821,847.6732673758089,330.0,48.0,973.5430411236854,463.6101475034282,798.0,77.0,648.089396123876,406.5114686372382,517.0,56.0,398.7896448712087,451.13363720145367,250.0,36.0
P015090,CBK290810,E04,246.35684296886907,178.5338040223865,216.0,22.0,603.5232646509678,1068.666532098971,334.0,43.0,979.3246614940558,487.57685590406436,821.0,71.0,680.4039835057537,489.4849003006132,538.0,53.0,384.55693067939336,409.86210163993115,260.0,32.0
P015090,CBK290810,H19,247.21903973289133,190.08487153412665,215.0,22.0,639.322312528578,908.3365087780023,389.0,52.0,892.9713844116751,431.6668710237006,748.0,66.0,608.0067735006097,405.31970685835597,491.0,50.0,378.9074924268404,422.9280520709506,248.0,32.0
P015090,CBK290810,all,247.06415600549968,183.80418689418894,215.0,22.0,608.1281945476426,946.4626426031433,352.0,54.0,948.6130290098054,463.19993858241696,790.0,77.0,645.5000510434131,436.5630315673517,516.0,56.0,387.4180226591475,428.4026793285844,253.0,34.0
P015090,CBK290816,C04,253.35802542962202,192.23939065002202,215.0,23.0,709.0282262374257,990.8871001256335,416.0,62.0,979.9385530978509,558.9317233998734,757.0,74.0,679.1833892270614,537.6168336932978,499.0,56.0,419.530504353376,461.1279126524036,267.0,38.0
P015090,CBK290816,I12,270.76268304183816,234.19681891847398,216.0,23.0,764.9509626962354,1048.3373158476822,391.0,83.0,1147.701763879363,612.0658241317338,860.0,128.0,799.0125150748743,609.6549018651391,567.0,88.0,489.54129210486207,556.1764264317625,277.0,57.0
P015090,CBK290816,J06,288.5597417266804,253.74346285131344,223.0,25.0,824.3917684280217,1033.520732817533,385.0,108.0,1250.1425418428973,694.030986328258,868.0,185.0,885.6863836495961,703.5919527279152,582.0,122.0,570.565247080285,594.3090412634846,316.0,85.0
P015090,CBK290816,all,270.89348339938016,228.62595677002585,218.0,24.0,766.1236524538942,1025.620123696405,402.0,89.0,1125.9276196067037,634.0148584698572,822.0,124.0,787.9607626505106,626.4337023666307,544.0,87.0,493.21234784617434,543.6298886202394,282.0,56.0
P015090,CBK290837,D21,216.62961467383022,119.90512812183793,208.0,20.0,628.3539065119646,1183.568427230095,452.0,70.0,668.1524246970736,276.97871034200995,641.0,42.0,464.13027880182136,304.63461402823674,433.0,33.0,249.6530126409846,335.1961354176372,216.0,20.0
P015090,CBK290837,G20,223.0023593726185,142.16740455215682,209.0,20.0,611.0303779673449,1037.2668082770915,440.0,73.0,669.3822075998323,292.90927891444665,637.0,42.0,466.47203086896053,319.8203619753489,432.0,33.0,263.01277001409846,337.27386916215187,224.0,22.0
P015090,CBK290837,L09,220.6199159093507,119.07384170229858,213.0,20.0,599.0477926859472,1123.375813527065,445.0,58.0,685.7028337905807,276.59334295232196,659.0,43.0,478.3904880877534,335.00584693891483,445.0,34.0,252.04450664913884,319.38589640849335,221.0,21.0
P015090,CBK290837,all,220.0839633185998,127.52532722302976,210.0,20.0,612.8106923884189,1116.4174921506444,446.0,68.0,674.4124886958289,282.37616344395224,646.0,43.0,469.66426591951176,320.121431029332,437.0,34.0,254.90342976807398,330.7662641825394,220.0,21.0
P015090,CBK290945,I17,247.00278454122846,213.88137466416214,214.0,22.0,685.4469692834552,1237.4210074141183,379.0,46.0,916.255704946845,512.6714959351976,774.0,61.0,654.3291944825484,539.7804729931253,513.0,47.0,402.0589118703323,578.4925467529214,252.0,30.0
P015090,CBK290945,L22,227.4087121342021,160.2364757645387,210.0,20.0,651.8412949626581,1265.405994185686,428.0,46.0,824.2616928869456,385.7930683711279,752.0,52.0,569.5675953313138,394.42189022996683,497.0,40.0,322.6440289447112,449.8856747314011,242.0,25.0
P015090,CBK290945,O06,232.1515069158665,154.99358176800695,215.0,21.0,461.03041392794546,864.6855118600729,315.0,33.0,761.2939945320835,368.39423124616707,692.0,48.0,541.4684015393995,417.00863505278215,464.0,37.0,320.9364768851928,389.610587574111,248.0,25.0
P015090,CBK290945,all,235.52100119709903,178.5618240808674,213.0,21.0,599.439559391353,1141.5551413352296,373.0,57.0,833.9371307886247,431.8679006973908,738.0,59.0,588.4550637844205,457.4318427243469,491.0,43.0,348.5464725667454,480.67452138787905,247.0,26.0
P015090,CBK291020,D03,245.58889150853528,201.79517873968447,215.0,22.0,654.1206157121628,1324.4973252607917,334.0,41.0,884.43377176688,568.1863421678012,727.0,56.0,657.7097689948179,666.2110030892761,486.0,43.0,412.33178428878983,586.7102490511637,265.0,30.0
P015090,CBK291020,E09,243.43996708771527,204.38134909438435,215.0,21.0,602.7962806260479,1271.7705880148767,332.0,39.0,886.0169505172611,489.5609826915813,770.0,58.0,638.1689140613092,560.1296650999051,510.0,44.0,364.1633341192273,515.5412457221574,244.0,27.0
P015090,CBK291020,F12,259.7461284007773,252.22521801884184,215.0,22.0,777.4007152587258,1515.6215125996205,363.0,49.0,968.3211442853604,632.4216887989518,766.0,65.0,709.8333569577808,691.8268776432822,508.0,50.0,461.6950351508916,692.0239226555277,265.0,34.0
P015090,CBK291020,all,249.59166233234262,220.80728349600787,215.0,22.0,678.1058705323121,1376.5789062730046,343.0,44.0,912.9239555231673,567.7638575073557,754.0,62.0,668.570680004636,642.6382098458351,501.0,46.0,412.7300511863029,603.7839724569882,258.0,31.0
P015090,CBK291055,E10,232.20137414742416,162.8817346391392,215.0,21.0,494.3629039256592,1250.212797980168,315.0,32.0,715.7219223679698,372.27138066855167,661.0,45.0,507.692575588706,408.6927577289257,446.0,35.0,288.4800768270843,407.23918541045293,227.0,22.0
P015090,CBK291055,G12,224.89001802793018,149.24037809409248,211.0,20.0,467.73282612216127,1144.2497556926712,311.0,33.0,746.2573507992303,415.4885976225895,691.0,46.0,526.4993882887517,440.4576731707088,464.0,36.0,291.7402595116979,446.38722658972955,227.0,22.0
P015090,CBK291055,M17,227.0573901891861,172.82703255019945,210.0,20.0,883.306130115455,1441.5565948571482,675.0,56.0,907.098234001105,493.771520208898,835.0,61.0,634.2741743350861,628.4480690218124,540.0,44.0,326.0588200398186,505.6430737802192,250.0,25.0
P015090,CBK291055,all,228.04959412151348,161.9676282264952,212.0,21.0,615.1339533877584,1298.54457180472,348.0,75.0,789.692502389435,438.2424879395389,714.0,71.0,556.1553794041813,505.07767548382424,479.0,48.0,302.0930521262003,455.2095047708805,234.0,24.0
P015090,CBK303867,C10,229.28313462124677,152.7954428989922,215.0,21.0,421.8590382087334,834.022528301235,298.0,31.0,760.7528457456942,340.65047933832403,708.0,49.0,530.3289416866712,356.6312836471744,474.0,37.0,292.61009947511815,356.1234404882366,234.0,23.0
P015090,CBK303867,J12,235.92783610063253,187.78689512920616,212.0,21.0,541.2520502781588,1102.6653758567004,320.0,37.0,816.9971128162628,474.36029035650796,717.0,52.0,582.2977720860006,510.1887463609621,477.0,40.0,341.35462003219783,498.82109083243944,236.0,25.0
P015090,CBK303867,N04,223.51972469897882,147.17353440797314,208.0,20.0,460.0202445558985,1027.4068240588813,285.0,30.0,745.9882781540542,398.06404458010667,673.0,48.0,526.0230804183814,433.23964481049205,448.0,36.0,310.8626738730758,402.47022991632576,238.0,24.0
P015090,CBK303867,all,229.57689847361937,163.6536226742127,212.0,21.0,474.37711101426356,995.7352084493808,300.0,34.0,774.5794122386704,409.19567688313316,699.0,51.0,546.2165980636844,438.61033052266157,467.0,39.0,314.94246446013057,423.80878261796437,236.0,24.0
P015090,CBK303885,J20,245.4250156940634,190.23877414851577,213.0,22.0,668.4349692548773,819.254848656594,424.0,55.0,978.242282712239,469.30189409727274,807.0,74.0,648.4119284884164,413.97745992246473,522.0,54.0,388.5736665047249,401.87945424910924,260.0,34.0
P015090,CBK303885,K14,235.73879846345832,170.0489506381469,210.0,21.0,609.9208368579485,947.0559989294076,374.0,47.0,905.9717126057385,491.14704487649306,757.0,63.0,610.6280638907941,428.2855729467436,494.0,47.0,352.72517039609056,413.59011249539617,240.0,28.0
P015090,CBK303885,M12,247.51011757449322,189.93352677385715,215.0,22.0,650.3928737044657,989.5252971677917,364.0,51.0,957.4823995960982,503.45166989654547,786.0,68.0,652.9782062566682,468.25668682245475,513.0,51.0,380.8817989826246,418.4302863653071,251.0,32.0
P015090,CBK303885,all,242.89131057733832,183.7217940842935,213.0,22.0,642.9162266057639,921.782636726859,388.0,56.0,947.2321316380252,489.1156615285061,783.0,70.0,637.3393995452928,437.85494656606596,509.0,51.0,374.06021196114665,411.64715467664485,250.0,32.0
P015090,CBK303971,H22,242.4825685394757,191.92217828620673,213.0,22.0,624.7765205618427,968.3486596699187,397.0,48.0,828.8569231776787,393.20943875153915,720.0,58.0,564.6545556365264,380.0299213961638,473.0,43.0,326.96625376276484,341.66626741960107,243.0,29.0
P015090,CBK303971,L20,232.96874342706906,160.88431884012667,211.0,21.0,651.37005815615,1052.7697367749947,410.0,49.0,900.6176472003125,433.04000934785665,790.0,61.0,608.1379881830132,419.4841073721387,514.0,45.0,323.8865652863512,358.58127382305395,241.0,28.0
P015090,CBK303971,N21,235.39102966392318,175.18688929995096,211.0,21.0,680.9639025110502,1040.0062713935747,429.0,52.0,900.7385439767185,461.7700272585237,774.0,61.0,610.6093220355128,448.6431314144619,504.0,46.0,338.7491168933852,393.0263377517448,243.0,28.0
P015090,CBK303971,all,236.94744721015599,176.5004464931739,212.0,21.0,652.3701604096809,1021.3090131694917,412.0,51.0,876.7377047849033,431.5892073382666,762.0,66.0,594.4672886183508,417.53505608384773,497.0,47.0,329.86731198083373,365.10689864927133,242.0,28.0
