,P015076,P015076,P015076,P015076,P015076,P015076,P015077,P015077,P015077,P015077,P015077,P015077,P015080,P015080,P015080,P015080,P015080,P015080,P015081,P015081,P015081,P015081,P015081,P015081,P015082,P015082,P015082,P015082,P015082,P015082,P015083,P015083,P015083,P015083,P015083,P015083,P015084,P015084,P015084,P015084,P015084,P015084,P015085,P015085,P015085,P015085,P015085,P015085,P015090,P015090,P015090,P015090,P015090,P015090,P015091,P015091,P015091,P015091,P015091,P015091,P015092,P015092,P015092,P015092,P015092,P015092,P015093,P015093,P015093,P015093,P015093,P015093,P015094,P015094,P015094,P015094,P015094,P015094,P015095,P015095,P015095,P015095,P015095,P015095,P015096,P015096,P015096,P015096,P015096,P015096,P015097,P015097,P015097,P015097,P015097,P015097,P015098,P015098,P015098,P015098,P015098,P015098,P015099,P015099,P015099,P015099,P015099,P015099
,C1,C2,C3,C4,C5,C6,C1,C2,C3,C4,C5,C6,C1,C2,C3,C4,C5,C6,C1,C2,C3,C4,C5,C6,C1,C2,C3,C4,C5,C6,C1,C2,C3,C4,C5,C6,C1,C2,C3,C4,C5,C6,C1,C2,C3,C4,C5,C6,C1,C2,C3,C4,C5,C6,C1,C2,C3,C4,C5,C6,C1,C2,C3,C4,C5,C6,C1,C2,C3,C4,C5,C6,C1,C2,C3,C4,C5,C6,C1,C2,C3,C4,C5,C6,C1,C2,C3,C4,C5,C6,C1,C2,C3,C4,C5,C6,C1,C2,C3,C4,C5,C6,C1,C2,C3,C4,C5,C6
m,10654.0,10653.0,10652.0,10651.0,10647.0,10647.0,11164.0,11161.0,11159.0,11158.0,11157.0,11157.0,10949.0,10945.0,10945.0,10946.0,10947.0,10944.0,10714.0,10713.0,10710.0,10706.0,10705.0,10704.0,11676.0,11676.0,11672.0,11669.0,11671.0,11670.0,11019.0,11017.0,11020.0,11018.0,11016.0,11014.0,12059.0,12056.0,12053.0,12053.0,12054.0,12056.0,10719.0,10717.0,10714.0,10713.0,10710.0,10708.0,11119.0,11119.0,11117.0,11115.0,11113.0,11112.0,10870.0,10867.0,10866.0,10866.0,10864.0,10863.0,11089.0,11086.0,11086.0,11084.0,11083.0,11082.0,10321.0,10319.0,10318.0,10316.0,10314.0,10313.0,10379.0,10377.0,10374.0,10372.0,10371.0,10370.0,10856.0,10855.0,10853.0,10849.0,10848.0,10847.0,11101.0,11101.0,11100.0,11098.0,11096.0,11095.0,10475.0,10476.0,10473.0,10470.0,10468.0,10467.0,11010.0,11009.0,11007.0,11005.0,11004.0,11004.0,11827.0,11828.0,11827.0,11824.0,11822.0,11821.0
std,871.0,868.0,866.0,867.0,868.0,868.0,1092.0,1087.0,1089.0,1087.0,1089.0,1091.0,868.0,866.0,866.0,867.0,867.0,864.0,832.0,832.0,830.0,832.0,835.0,834.0,1183.0,1183.0,1183.0,1183.0,1182.0,1182.0,1146.0,1146.0,1146.0,1146.0,1146.0,1145.0,1301.0,1299.0,1297.0,1297.0,1298.0,1298.0,1050.0,1045.0,1043.0,1044.0,1045.0,1045.0,1056.0,1055.0,1054.0,1054.0,1054.0,1054.0,943.0,940.0,938.0,941.0,941.0,942.0,968.0,964.0,963.0,963.0,964.0,964.0,731.0,728.0,727.0,728.0,728.0,729.0,829.0,826.0,824.0,825.0,826.0,826.0,808.0,805.0,804.0,805.0,806.0,806.0,1157.0,1156.0,1155.0,1155.0,1156.0,1157.0,929.0,927.0,925.0,926.0,927.0,928.0,1203.0,1201.0,1200.0,1200.0,1202.0,1202.0,1059.0,1058.0,1056.0,1056.0,1058.0,1059.0
