plate,well,bf_site,fl_site,compound,grit,nuclei_count
P015090,O21,s2,s4,CBK290799,3.5975731368597996,22.0
P015090,O21,s3,s5,CBK290799,4.337766810763997,21.0
P015090,O21,s4,s6,CBK290799,4.4736427658716105,23.0
P015090,O21,s5,s8,CBK290799,4.2712801264131155,28.0
P015090,D22,s1,s2,CBK277968,1.6637741867390603,56.0
P015090,D22,s2,s4,CBK277968,1.8260837918708792,100.0
P015090,D22,s3,s5,CBK277968,1.5257899097999732,70.0
P015090,D22,s4,s6,CBK277968,1.0446220772321442,37.0
P015090,D22,s5,s8,CBK277968,1.8960450338964137,98.0
P015090,I02,s1,s2,CBK277968,2.8504153100620133,70.0
P015090,I02,s2,s4,CBK277968,2.6829944476396674,97.0
P015090,I02,s3,s5,CBK277968,2.5942258373570963,91.0
P015090,I02,s4,s6,CBK277968,3.0356163076093807,130.0
P015090,I02,s5,s8,CBK277968,2.141288042151377,99.0
P015090,J03,s1,s2,CBK277968,2.2065935648572594,79.0
P015090,J03,s2,s4,CBK277968,2.7819145705304287,85.0
P015090,J03,s3,s5,CBK277968,3.2009394441677275,103.0
P015090,J03,s4,s6,CBK277968,1.8273578952417648,161.0
P015090,J03,s5,s8,CBK277968,2.6088951551898685,94.0
P015090,C19,s1,s2,CBK290547,2.9906102543803272,72.0
P015090,C19,s2,s4,CBK290547,1.9080076265371104,65.0
P015090,C19,s3,s5,CBK290547,2.3070476646314058,86.0
P015090,C19,s4,s6,CBK290547,2.7961711553329107,75.0
P015090,C19,s5,s8,CBK290547,2.49738168203016,138.0
P015090,E17,s1,s2,CBK290547,1.88938296349882,91.0
P015090,E17,s2,s4,CBK290547,2.595020182337564,115.0
P015090,E17,s3,s5,CBK290547,2.3334427556070607,120.0
P015090,E17,s4,s6,CBK290547,1.7462613634174715,61.0
P015090,E17,s5,s8,CBK290547,2.5475230053828395,152.0
P015090,M08,s1,s2,CBK290547,2.4734912473059083,78.0
P015090,M08,s2,s4,CBK290547,2.6790023919468946,97.0
P015090,M08,s4,s6,CBK290547,1.930300159719028,49.0
P015090,M08,s5,s8,CBK290547,1.9948803727823647,59.0
P015090,G22,s1,s2,CBK290573,3.828550164833717,22.0
P015090,H07,s1,s2,CBK290573,3.9545868986572015,24.0
P015090,H07,s4,s6,CBK290573,4.206475548582522,24.0
P015090,H07,s5,s8,CBK290573,3.838852884003815,27.0
P015090,N17,s1,s2,CBK290573,4.352591394778027,17.0
P015090,N17,s2,s4,CBK290573,3.837861208672535,18.0
P015090,C14,s1,s2,CBK290613,1.6488093518288685,82.0
P015090,C14,s2,s4,CBK290613,1.8762496563452864,76.0
P015090,C14,s4,s6,CBK290613,1.4797717175171712,70.0
P015090,C14,s5,s8,CBK290613,1.233042664771307,104.0
P015090,E15,s1,s2,CBK290613,1.947469277339266,101.0
P015090,E15,s2,s4,CBK290613,1.1730147379980762,97.0
P015090,E15,s3,s5,CBK290613,1.65591970736322,125.0
P015090,E15,s4,s6,CBK290613,1.3301334829724574,88.0
P015090,E15,s5,s8,CBK290613,0.9919079992889872,127.0
P015090,J04,s1,s2,CBK290613,1.4755961424090158,109.0
P015090,J04,s2,s4,CBK290613,1.1923006217960093,84.0
P015090,J04,s3,s5,CBK290613,1.829275061959858,110.0
P015090,J04,s4,s6,CBK290613,0.4709109549628704,162.0
P015090,J04,s5,s8,CBK290613,0.9346024269797866,90.0
P015090,C04,s1,s2,CBK290816,2.014484840240325,38.0
P015090,C04,s2,s4,CBK290816,1.9032811699326424,45.0
P015090,C04,s3,s5,CBK290816,2.112976170515385,60.0
P015090,C04,s4,s6,CBK290816,1.9924455877538567,71.0
P015090,C04,s5,s8,CBK290816,2.011068091780716,66.0
P015090,I12,s3,s5,CBK290816,1.4132953960081982,82.0
P015090,I12,s5,s8,CBK290816,1.5424161520511177,65.0
P015090,J06,s1,s2,CBK290816,1.9424573658454336,148.0
P015090,J06,s2,s4,CBK290816,1.8677633620615717,83.0
P015090,J06,s3,s5,CBK290816,1.5940826318561354,92.0
P015090,J06,s4,s6,CBK290816,1.7515780276675659,80.0
P015090,E10,s5,s8,CBK291055,4.750063822941646,25.0
P015090,G12,s5,s8,CBK291055,4.1127380539094425,25.0
P015090,M17,s1,s2,CBK291055,4.175263943495985,25.0
P015090,M17,s2,s4,CBK291055,3.6074112868040333,20.0
P015090,F08,s1,s2,CBK278016,4.204821811631748,55.0
P015090,F08,s2,s4,CBK278016,4.71142623675593,27.0
P015090,F08,s3,s5,CBK278016,4.184740892395963,54.0
P015090,F08,s5,s8,CBK278016,4.2372932353416335,53.0
P015090,H14,s1,s2,CBK278016,3.9897186131384768,64.0
P015090,H14,s2,s4,CBK278016,4.480074834849711,47.0
P015090,H14,s3,s5,CBK278016,4.271688623361038,49.0
P015090,H14,s4,s6,CBK278016,3.8985763445694905,35.0
P015090,H14,s5,s8,CBK278016,4.110647662100818,27.0
P015090,J15,s1,s2,CBK278016,4.044711305812903,56.0
P015090,J15,s2,s4,CBK278016,4.938428406356492,53.0
P015090,J15,s3,s5,CBK278016,3.664725321344827,31.0
P015090,J15,s4,s6,CBK278016,4.61496025839367,30.0
P015090,J15,s5,s8,CBK278016,4.131715611085529,37.0
P015090,D05,s2,s4,CBK288302,1.0683578415007433,100.0
P015090,D05,s3,s5,CBK288302,0.9678915914912769,110.0
P015090,D05,s4,s6,CBK288302,0.7816053393573752,76.0
P015090,D05,s5,s8,CBK288302,0.3558031513864112,157.0
P015090,G06,s1,s2,CBK288302,0.5191060313108911,116.0
P015090,G06,s2,s4,CBK288302,0.32697907877763,79.0
P015090,G06,s3,s5,CBK288302,0.397314675573617,137.0
P015090,G06,s4,s6,CBK288302,0.6835149318535454,104.0
P015090,G06,s5,s8,CBK288302,0.12331797196867487,151.0
P015090,N15,s1,s2,CBK288302,0.03144409823318077,171.0
P015090,N15,s2,s4,CBK288302,0.2740719878420578,79.0
P015090,N15,s4,s6,CBK288302,0.6332527714496321,97.0
P015090,N15,s5,s8,CBK288302,-0.07666331402811181,119.0
P015090,F10,s1,s2,CBK278067,3.1531820456939217,14.0
P015090,F10,s2,s4,CBK278067,4.26399507657758,24.0
P015090,F10,s3,s5,CBK278067,3.8620729583613587,24.0
P015090,F10,s5,s8,CBK278067,4.235304575606783,25.0
P015090,J14,s1,s2,CBK278067,3.17493618224452,14.0
P015090,J14,s2,s4,CBK278067,3.773185520817592,30.0
P015090,J14,s4,s6,CBK278067,4.0723914744366425,20.0
P015090,J14,s5,s8,CBK278067,3.8640484799237047,30.0
P015090,K13,s1,s2,CBK278067,3.49007852784657,16.0
P015090,K13,s2,s4,CBK278067,4.1498568639671785,18.0
P015090,F17,s1,s2,CBK290753,5.077676885157514,44.0
P015090,F17,s2,s4,CBK290753,4.892326284765754,40.0
P015090,F17,s3,s5,CBK290753,4.323150301873632,31.0
P015090,F17,s4,s6,CBK290753,4.978645291358458,44.0
P015090,F17,s5,s8,CBK290753,5.071744561175749,53.0
P015090,I22,s1,s2,CBK290753,3.9362266294958057,30.0
P015090,I22,s2,s4,CBK290753,4.812161856821951,45.0
P015090,I22,s3,s5,CBK290753,4.908013002182782,35.0
P015090,I22,s4,s6,CBK290753,4.024483064265796,25.0
P015090,O15,s1,s2,CBK290753,4.715650221628847,40.0
P015090,O15,s2,s4,CBK290753,4.528131326462641,24.0
P015090,O15,s3,s5,CBK290753,3.7634864983913854,32.0
P015090,O15,s4,s6,CBK290753,4.246831908943803,27.0
P015090,O15,s5,s8,CBK290753,4.485327293891583,33.0
P015090,E22,s1,s2,CBK290760,4.346850713238477,18.0
P015090,E22,s2,s4,CBK290760,4.3109817887541295,39.0
P015090,E22,s3,s5,CBK290760,4.513399998354879,26.0
P015090,E22,s4,s6,CBK290760,4.7310829938528425,17.0
P015090,E22,s5,s8,CBK290760,4.013588512907266,36.0
P015090,K05,s1,s2,CBK290760,4.028311630942343,36.0
P015090,K05,s2,s4,CBK290760,4.6652709560739805,29.0
P015090,K05,s3,s5,CBK290760,3.685056538473112,19.0
P015090,K05,s4,s6,CBK290760,3.2257067975364384,21.0
P015090,K05,s5,s8,CBK290760,3.514323823234556,16.0
P015090,O07,s1,s2,CBK290760,4.51701330076999,19.0
P015090,O07,s5,s8,CBK290760,4.741882457985387,24.0
P015090,B13,s1,s2,CBK290810,3.0987200719082724,47.0
P015090,B13,s2,s4,CBK290810,3.3333516569340462,56.0
P015090,B13,s3,s5,CBK290810,4.017585649671511,57.0
P015090,B13,s4,s6,CBK290810,3.9991894408196367,43.0
P015090,B13,s5,s8,CBK290810,3.7257816516382394,74.0
P015090,E04,s1,s2,CBK290810,3.340389411147467,32.0
P015090,E04,s2,s4,CBK290810,3.3589563776565297,39.0
P015090,E04,s4,s6,CBK290810,3.486427024590609,54.0
P015090,E04,s5,s8,CBK290810,4.0692155221491495,55.0
P015090,H19,s1,s2,CBK290810,3.600858187890691,48.0
P015090,H19,s2,s4,CBK290810,4.395637740800026,74.0
P015090,H19,s3,s5,CBK290810,3.632662903401717,53.0
P015090,H19,s4,s6,CBK290810,3.685435888447439,43.0
P015090,H19,s5,s8,CBK290810,3.580297583133098,24.0
P015090,C10,s5,s8,CBK303867,4.9480399775553785,21.0
P015090,J12,s1,s2,CBK303867,3.7941403692387694,40.0
P015090,J12,s2,s4,CBK303867,4.485542479245648,23.0
P015090,J12,s3,s5,CBK303867,4.287459085123657,41.0
P015090,J12,s5,s8,CBK303867,4.603189933289711,24.0
P015090,N04,s1,s2,CBK303867,4.1756159448892864,29.0
P015090,N04,s2,s4,CBK303867,4.123564663440002,23.0
P015090,N04,s3,s5,CBK303867,4.0120191798338345,26.0
P015090,D19,s1,s2,CBK278021,4.251216388955219,19.0
P015090,D19,s2,s4,CBK278021,4.7322929535121645,45.0
P015090,D19,s3,s5,CBK278021,4.792575041712116,30.0
P015090,D19,s4,s6,CBK278021,4.984801762682584,29.0
P015090,D19,s5,s8,CBK278021,4.6917711243217814,53.0
P015090,F21,s1,s2,CBK278021,3.913847477711133,25.0
P015090,F21,s2,s4,CBK278021,5.135397187991939,25.0
P015090,F21,s3,s5,CBK278021,4.8682129416363376,45.0
P015090,F21,s4,s6,CBK278021,3.401919300359028,17.0
P015090,F21,s5,s8,CBK278021,4.240473797599127,38.0
P015090,M05,s1,s2,CBK278021,5.09618098571571,28.0
P015090,M05,s2,s4,CBK278021,4.347962527874731,28.0
P015090,M05,s3,s5,CBK278021,4.24983774561765,22.0
P015090,M05,s4,s6,CBK278021,4.277756555694687,21.0
P015090,M05,s5,s8,CBK278021,4.517852279448581,21.0
P015090,C02,s2,s4,CBK289740,3.5552041830744514,23.0
P015090,C02,s3,s5,CBK289740,3.584437752574551,19.0
P015090,C02,s5,s8,CBK289740,3.5664825211732847,25.0
P015090,G13,s1,s2,CBK289740,3.6635621707372703,14.0
P015090,G13,s2,s4,CBK289740,4.738656371692303,17.0
P015090,G13,s5,s8,CBK289740,3.068287560477412,33.0
P015090,M18,s1,s2,CBK289740,3.2251966632760567,28.0
P015090,M18,s2,s4,CBK289740,3.7568358213604207,21.0
P015090,B12,s1,s2,CBK277961,3.251368602237358,39.0
P015090,B12,s2,s4,CBK277961,2.6432641196142206,44.0
P015090,B12,s4,s6,CBK277961,4.012241208707874,57.0
P015090,B12,s5,s8,CBK277961,4.197671758977487,77.0
P015090,D09,s2,s4,CBK277961,4.1173295391420055,98.0
P015090,D09,s3,s5,CBK277961,3.7498898167495383,48.0
P015090,D09,s4,s6,CBK277961,3.51268488759081,68.0
P015090,E18,s1,s2,CBK277961,3.6199592390181294,77.0
P015090,E18,s2,s4,CBK277961,4.1141975510085,83.0
P015090,E18,s3,s5,CBK277961,4.3174567342861065,83.0
P015090,E18,s4,s6,CBK277961,4.157003350517245,87.0
P015090,E18,s5,s8,CBK277961,3.87182501122011,98.0
P015090,F18,s1,s2,CBK277968,2.73082206738396,148.0
P015090,F18,s2,s4,CBK277968,2.414619586045723,134.0
P015090,F18,s3,s5,CBK277968,2.414321417253902,130.0
P015090,F18,s4,s6,CBK277968,1.9615808403826165,87.0
P015090,F18,s5,s8,CBK277968,2.003471868587382,118.0
P015090,K16,s1,s2,CBK277968,1.4296852158251057,115.0
P015090,K16,s2,s4,CBK277968,1.689780679380228,109.0
P015090,K16,s3,s5,CBK277968,1.2658816295390496,74.0
P015090,K16,s4,s6,CBK277968,2.06386233744167,90.0
P015090,K16,s5,s8,CBK277968,1.1795094869714349,82.0
P015090,N09,s1,s2,CBK277968,1.010603388821549,141.0
P015090,N09,s2,s4,CBK277968,1.6533416492504447,98.0
P015090,N09,s3,s5,CBK277968,1.9810721315951,99.0
P015090,N09,s4,s6,CBK277968,1.3285477652306894,79.0
P015090,N09,s5,s8,CBK277968,1.1852627243286469,72.0
P015090,D14,s1,s2,CBK309488,4.0871308052772175,33.0
P015090,D14,s2,s4,CBK309488,4.799806841743516,45.0
P015090,D14,s3,s5,CBK309488,3.1726390941841425,44.0
P015090,D14,s4,s6,CBK309488,4.863735112451785,33.0
P015090,D14,s5,s8,CBK309488,4.6060222525791366,48.0
P015090,G04,s1,s2,CBK309488,4.123106866543544,35.0
P015090,G04,s2,s4,CBK309488,4.497830004778653,17.0
P015090,G04,s3,s5,CBK309488,3.969709285227062,31.0
P015090,G04,s5,s8,CBK309488,3.719699928107796,22.0
P015090,M11,s1,s2,CBK309488,2.862885480629605,16.0
P015090,M11,s2,s4,CBK309488,4.081809404992644,18.0
P015090,M11,s3,s5,CBK309488,4.2324669767259575,26.0
P015090,M11,s5,s8,CBK309488,4.412532937117131,17.0
P015090,J20,s1,s2,CBK303885,2.710312992764083,39.0
P015090,J20,s2,s4,CBK303885,2.991158450701745,56.0
P015090,J20,s3,s5,CBK303885,2.8483249857708732,33.0
P015090,J20,s4,s6,CBK303885,3.1817613946543206,36.0
P015090,J20,s5,s8,CBK303885,3.181507897974236,40.0
P015090,K14,s2,s4,CBK303885,2.6998513778832742,40.0
P015090,K14,s5,s8,CBK303885,1.0263911032314512,13.0
P015090,M12,s1,s2,CBK303885,3.072097086032312,77.0
P015090,M12,s2,s4,CBK303885,2.8437349409132717,56.0
P015090,M12,s5,s8,CBK303885,2.708883526959984,21.0
P015090,F05,s1,s2,CBK309522,4.507050029534541,47.0
P015090,F05,s2,s4,CBK309522,4.173420944346103,35.0
P015090,F05,s3,s5,CBK309522,4.832915080396623,58.0
P015090,F05,s4,s6,CBK309522,4.803807465439826,30.0
P015090,F05,s5,s8,CBK309522,4.840466961145259,62.0
P015090,K03,s1,s2,CBK309522,3.933976958878128,34.0
P015090,K03,s3,s5,CBK309522,4.966619898005115,29.0
P015090,K03,s4,s6,CBK309522,4.5692824180909675,33.0
P015090,K03,s5,s8,CBK309522,4.877102566451876,28.0
P015090,N11,s1,s2,CBK309522,5.145479914045212,30.0
P015090,N11,s2,s4,CBK309522,4.301918770002277,48.0
P015090,N11,s3,s5,CBK309522,5.549260593077872,32.0
P015090,N11,s4,s6,CBK309522,4.619839809712543,33.0
P015090,N11,s5,s8,CBK309522,3.534161284897201,17.0
P015090,C22,s1,s2,CBK309523,3.1794994680879585,45.0
P015090,C22,s2,s4,CBK309523,3.3622854118810066,62.0
P015090,C22,s3,s5,CBK309523,3.3258488565966497,36.0
P015090,C22,s5,s8,CBK309523,3.4295985638547437,71.0
P015090,M13,s2,s4,CBK309523,3.247408527729833,49.0
P015090,M13,s3,s5,CBK309523,3.4098510376253803,30.0
P015090,M13,s5,s8,CBK309523,3.6445172474064575,32.0
P015090,N05,s1,s2,CBK309523,3.110468111447055,75.0
P015090,N05,s3,s5,CBK309523,3.6435929778634666,30.0
P015090,N05,s4,s6,CBK309523,3.9003296527308455,80.0
P015090,G17,s1,s2,CBK309545,3.3855789522766018,40.0
P015090,G17,s2,s4,CBK309545,4.87360105160144,68.0
P015090,G17,s3,s5,CBK309545,3.982731630298346,38.0
P015090,G17,s4,s6,CBK309545,4.226285573299289,32.0
P015090,G17,s5,s8,CBK309545,4.282814158161903,59.0
P015090,H15,s1,s2,CBK309545,4.458463845076231,53.0
P015090,H15,s2,s4,CBK309545,4.403581065392445,52.0
P015090,H15,s3,s5,CBK309545,4.179647308510186,35.0
P015090,H15,s4,s6,CBK309545,4.533134963276511,49.0
P015090,N06,s1,s2,CBK309545,4.318096060779491,36.0
P015090,N06,s2,s4,CBK309545,2.8464232900360438,23.0
P015090,N06,s3,s5,CBK309545,3.878748994875983,27.0
P015090,N06,s4,s6,CBK309545,4.541714208899126,36.0
P015090,N06,s5,s8,CBK309545,3.8266832935518633,23.0
P015090,D13,s2,s4,CBK309553,4.208156613539149,35.0
P015090,D13,s4,s6,CBK309553,4.2660056465375735,35.0
P015090,D13,s5,s8,CBK309553,3.8397853083643008,36.0
P015090,E12,s1,s2,CBK309553,3.9838818843143455,23.0
P015090,E12,s2,s4,CBK309553,3.9788597085052113,29.0
P015090,E12,s3,s5,CBK309553,3.437585341703436,35.0
P015090,E12,s5,s8,CBK309553,3.7758426031700543,36.0
P015090,M14,s1,s2,CBK309553,4.228862721265205,27.0
P015090,M14,s2,s4,CBK309553,3.126885097975957,29.0
P015090,M14,s3,s5,CBK309553,3.214672298079792,16.0
P015090,I17,s1,s2,CBK290945,4.173576327320172,46.0
P015090,I17,s2,s4,CBK290945,3.9871002803894906,79.0
P015090,I17,s3,s5,CBK290945,4.1349900638325,48.0
P015090,I17,s4,s6,CBK290945,4.016933488964889,35.0
P015090,I17,s5,s8,CBK290945,4.166947533989013,53.0
P015090,L22,s2,s4,CBK290945,3.8649974513624317,45.0
P015090,L22,s4,s6,CBK290945,3.621409450020926,22.0
P015090,L22,s5,s8,CBK290945,3.745193580500555,25.0
P015090,O06,s3,s5,CBK290945,3.4248964199177974,16.0
P015090,O06,s4,s6,CBK290945,3.875392183791596,25.0
P015090,O06,s5,s8,CBK290945,3.9911025372816624,29.0
P015091,B11,s1,s2,CBK041487,0.7773747519733454,71.0
P015091,B11,s2,s4,CBK041487,1.5324641897861315,125.0
P015091,B11,s3,s5,CBK041487,1.035484924539226,152.0
P015091,B11,s4,s6,CBK041487,1.0043274228171974,96.0
P015091,B11,s5,s8,CBK041487,1.5585064767343062,197.0
P015091,G12,s1,s2,CBK041487,1.7707830845816046,175.0
P015091,G12,s2,s4,CBK041487,1.4158543998151427,195.0
P015091,G12,s3,s5,CBK041487,1.7585816155507668,234.0
P015091,G12,s4,s6,CBK041487,1.7903907170423696,175.0
P015091,G12,s5,s8,CBK041487,0.7820003130248643,214.0
P015091,O18,s1,s2,CBK041487,0.3422184870382751,297.0
P015091,O18,s2,s4,CBK041487,1.032552337674557,155.0
P015091,O18,s3,s5,CBK041487,1.702478877276003,138.0
P015091,O18,s4,s6,CBK041487,1.340451060804723,98.0
P015091,O18,s5,s8,CBK041487,1.5584149049421254,69.0
P015091,H02,s1,s2,CBK289739,1.315113197124958,89.0
P015091,H02,s2,s4,CBK289739,0.5902037709375911,82.0
P015091,H02,s4,s6,CBK289739,-0.0614086217156749,154.0
P015091,H02,s5,s8,CBK289739,1.1559313653822865,77.0
P015091,I11,s1,s2,CBK289739,0.86972661847628,168.0
P015091,I11,s2,s4,CBK289739,1.119599599047563,112.0
P015091,I11,s3,s5,CBK289739,0.4372382082438544,163.0
P015091,I11,s4,s6,CBK289739,0.7454824786609324,171.0
P015091,I11,s5,s8,CBK289739,0.7002834643037544,99.0
P015091,L22,s1,s2,CBK289739,1.0294118905077072,136.0
P015091,L22,s3,s5,CBK289739,1.0844434230457995,96.0
P015091,L22,s4,s6,CBK289739,0.9094767205700588,53.0
P015091,L22,s5,s8,CBK289739,1.1274478218172166,91.0
P015091,E23,s1,s2,CBK041242,0.4412658530691427,89.0
P015091,E23,s2,s4,CBK041242,-0.21609305557505015,219.0
P015091,E23,s3,s5,CBK041242,0.9730334128338008,92.0
P015091,E23,s4,s6,CBK041242,0.2812260851863956,124.0
P015091,E23,s5,s8,CBK041242,0.7878410503230209,88.0
P015091,G05,s1,s2,CBK041242,0.9878883133340756,142.0
P015091,G05,s2,s4,CBK041242,0.7800909815569662,132.0
P015091,G05,s3,s5,CBK041242,0.9783712558218604,193.0
P015091,G05,s4,s6,CBK041242,0.16071413710509505,183.0
P015091,K10,s1,s2,CBK041242,1.0926879318971645,146.0
P015091,K10,s3,s5,CBK041242,0.9556366219784052,95.0
P015091,K10,s4,s6,CBK041242,1.135726035286435,90.0
P015091,C08,s2,s4,CBK291020,4.716411609749335,41.0
P015091,C08,s3,s5,CBK291020,4.741357615932887,23.0
P015091,C08,s4,s6,CBK291020,4.837594929128498,27.0
P015091,C08,s5,s8,CBK291020,4.887503432421784,64.0
P015091,I10,s1,s2,CBK291020,4.790540294344651,36.0
P015091,I10,s2,s4,CBK291020,4.625009965117634,46.0
P015091,I10,s3,s5,CBK291020,4.744617854113686,46.0
P015091,I10,s4,s6,CBK291020,4.587434893024491,57.0
P015091,I10,s5,s8,CBK291020,4.83112571460971,43.0
P015091,N19,s1,s2,CBK291020,4.252231013918033,47.0
P015091,N19,s2,s4,CBK291020,4.5594417028525935,23.0
P015091,N19,s3,s5,CBK291020,4.502434329156103,31.0
P015091,N19,s4,s6,CBK291020,3.0916752985576927,22.0
P015091,N19,s5,s8,CBK291020,4.619338151221509,29.0
P015091,E09,s2,s4,CBK307768,3.6550385424138927,107.0
P015091,E09,s3,s5,CBK307768,3.982813947865011,93.0
P015091,E09,s4,s6,CBK307768,3.7639372348027362,117.0
P015091,E09,s5,s8,CBK307768,3.4376452113619287,122.0
P015091,I03,s1,s2,CBK307768,2.980992527540217,70.0
P015091,I03,s3,s5,CBK307768,3.460108352189028,91.0
P015091,I03,s4,s6,CBK307768,4.234411469577664,149.0
P015091,I03,s5,s8,CBK307768,4.066857449587089,95.0
P015091,M22,s1,s2,CBK307768,3.3226330484159248,68.0
P015091,M22,s2,s4,CBK307768,4.482522228316863,159.0
P015091,M22,s3,s5,CBK307768,3.7920512185731514,63.0
P015091,M22,s4,s6,CBK307768,2.5567455675885142,33.0
P015091,M22,s5,s8,CBK307768,3.491522018861023,68.0
P015091,B02,s2,s4,CBK261295,4.118133168047262,20.0
P015091,B02,s5,s8,CBK261295,4.087762912115057,19.0
P015091,C22,s5,s8,CBK261295,4.1726887656355895,35.0
P015091,N03,s4,s6,CBK261295,4.858892648437104,28.0
P015091,N03,s5,s8,CBK261295,3.815568025733757,14.0
P015091,B06,s1,s2,CBK290181,4.787251941605974,103.0
P015091,B06,s2,s4,CBK290181,2.7865493144117397,96.0
P015091,B06,s3,s5,CBK290181,4.527245893045856,110.0
P015091,B06,s4,s6,CBK290181,4.625321623051624,86.0
P015091,B06,s5,s8,CBK290181,4.108352475434456,138.0
P015091,F05,s1,s2,CBK290181,3.773142564809615,89.0
P015091,F05,s2,s4,CBK290181,4.64173098673205,98.0
P015091,F05,s3,s5,CBK290181,5.586135729466901,117.0
P015091,F05,s4,s6,CBK290181,4.991554660434055,123.0
P015091,M02,s1,s2,CBK290181,3.6848800166972016,111.0
P015091,M02,s2,s4,CBK290181,4.1273040219599135,79.0
P015091,M02,s3,s5,CBK290181,3.650978713569238,88.0
P015091,M02,s4,s6,CBK290181,4.173511298228143,122.0
P015091,M02,s5,s8,CBK290181,5.11442187085586,84.0
P015091,B23,s1,s2,CBK289756,3.4887770200901587,17.0
P015091,B23,s2,s4,CBK289756,4.40701826648671,34.0
P015091,B23,s3,s5,CBK289756,3.1122593871402087,21.0
P015091,B23,s5,s8,CBK289756,3.507468580586877,41.0
P015091,C10,s1,s2,CBK289756,3.7343918566190912,20.0
P015091,C10,s2,s4,CBK289756,4.229537974003502,31.0
P015091,C10,s3,s5,CBK289756,4.254930663684672,48.0
P015091,C10,s4,s6,CBK289756,4.109029617672592,33.0
P015091,N21,s1,s2,CBK289756,4.105082666761375,54.0
P015091,N21,s2,s4,CBK289756,3.9328398608112334,40.0
P015091,N21,s3,s5,CBK289756,3.406993932152425,22.0
P015091,N21,s4,s6,CBK289756,3.4810166854137905,19.0
P015091,N21,s5,s8,CBK289756,3.9249735900493836,18.0
P015091,B15,s1,s2,CBK289839,0.9346238457330386,116.0
P015091,B15,s2,s4,CBK289839,0.4061315379974791,94.0
P015091,B15,s3,s5,CBK289839,0.7256065028767584,169.0
P015091,B15,s4,s6,CBK289839,1.0874058515284657,157.0
P015091,E19,s1,s2,CBK289839,0.17419894246113596,114.0
P015091,E19,s2,s4,CBK289839,0.1627553673093147,202.0
P015091,E19,s3,s5,CBK289839,0.7180240125793209,184.0
P015091,E19,s4,s6,CBK289839,0.8108233428994023,162.0
P015091,E19,s5,s8,CBK289839,1.0103016026311111,205.0
P015091,M11,s2,s4,CBK289839,0.2838799933997566,117.0
P015091,M11,s3,s5,CBK289839,0.2334455535476977,97.0
P015091,M11,s5,s8,CBK289839,0.4508099103632338,82.0
P015091,D16,s1,s2,CBK290285,1.4910632066969556,106.0
P015091,D16,s2,s4,CBK290285,1.6924270678153792,149.0
P015091,D16,s3,s5,CBK290285,1.5538447000198792,137.0
P015091,D16,s4,s6,CBK290285,1.4656892024784498,121.0
P015091,D16,s5,s8,CBK290285,0.21403783130988052,268.0
P015091,L19,s1,s2,CBK290285,1.2855360093264072,203.0
P015091,L19,s2,s4,CBK290285,1.412501034223403,162.0
P015091,L19,s3,s5,CBK290285,1.3696963520182592,127.0
P015091,L19,s4,s6,CBK290285,1.5050018055306718,125.0
P015091,L19,s5,s8,CBK290285,1.57657026987669,100.0
P015091,N20,s1,s2,CBK290285,0.8050079868443281,148.0
P015091,N20,s2,s4,CBK290285,1.1329410721143254,122.0
P015091,N20,s3,s5,CBK290285,1.6223440068410269,105.0
P015091,N20,s4,s6,CBK290285,1.2263601445507215,53.0
P015091,N20,s5,s8,CBK290285,1.4931639012366795,106.0
P015091,C15,s1,s2,CBK289737,2.3639953108656813,73.0
P015091,C15,s2,s4,CBK289737,2.89816642208435,109.0
P015091,C15,s3,s5,CBK289737,2.7749230906599283,130.0
P015091,C15,s5,s8,CBK289737,2.8639668664905233,189.0
P015091,F19,s1,s2,CBK289737,3.666606701553704,132.0
P015091,F19,s2,s4,CBK289737,3.5621982136684505,163.0
P015091,F19,s3,s5,CBK289737,3.3560661092518247,138.0
P015091,F19,s4,s6,CBK289737,3.7461426223561456,90.0
P015091,F19,s5,s8,CBK289737,2.6816950964187165,221.0
P015091,O05,s1,s2,CBK289737,3.118688571508168,183.0
P015091,O05,s2,s4,CBK289737,2.76805017385198,80.0
P015091,O05,s3,s5,CBK289737,2.7145563866372853,89.0
P015091,O05,s4,s6,CBK289737,2.4110823726278627,101.0
P015091,O05,s5,s8,CBK289737,2.9055694445292435,38.0
P015091,D17,s1,s2,CBK308137,2.3751835274733475,75.0
P015091,D17,s2,s4,CBK308137,3.1154370202271684,158.0
P015091,D17,s3,s5,CBK308137,2.534401950138328,103.0
P015091,D17,s4,s6,CBK308137,2.7351508900705976,101.0
P015091,D17,s5,s8,CBK308137,2.6536616584630983,209.0
P015091,F09,s1,s2,CBK308137,2.5420139413902185,107.0
P015091,F09,s2,s4,CBK308137,2.576710242905565,122.0
P015091,F09,s3,s5,CBK308137,2.8448333578932683,119.0
P015091,F09,s4,s6,CBK308137,2.2614628552968634,117.0
P015091,N18,s1,s2,CBK308137,2.4307372395923945,168.0
P015091,N18,s2,s4,CBK308137,2.443283567092462,115.0
P015091,N18,s3,s5,CBK308137,2.3887341925819743,94.0
P015091,N18,s5,s8,CBK308137,2.243520297522589,67.0
P015091,B17,s1,s2,CBK277939,4.616637852021802,26.0
P015091,B17,s3,s5,CBK277939,5.2350959898484986,48.0
P015091,B17,s4,s6,CBK277939,4.8757237983860495,32.0
P015091,B17,s5,s8,CBK277939,3.685480760827861,52.0
P015091,D02,s1,s2,CBK277939,5.133716671331412,21.0
