plate,well,bf_site,fl_site,compound,grit,nuclei_count
P015098,J18,s5,s8,CBK290493,4.041690227114988,22.0
P015098,F21,s2,s4,CBK308484,3.2852974713651437,19.0
P015098,F21,s4,s6,CBK308484,4.236452149561993,12.0
P015098,F21,s5,s8,CBK308484,2.6850812580034376,32.0
P015098,G05,s1,s2,CBK308484,3.6313009198256663,18.0
P015098,G05,s2,s4,CBK308484,3.148537823473552,21.0
P015098,G05,s3,s5,CBK308484,3.17248402319534,13.0
P015098,G05,s4,s6,CBK308484,3.2397535667925643,16.0
P015098,G05,s5,s8,CBK308484,3.323820664050315,29.0
P015098,L07,s1,s2,CBK308484,3.105978578396692,19.0
P015098,L07,s2,s4,CBK308484,3.236586350290703,22.0
P015098,L07,s3,s5,CBK308484,3.1767630964611016,17.0
P015098,L07,s5,s8,CBK308484,3.5039305833638488,13.0
P015098,B20,s1,s2,CBK308613,4.077860925683678,50.0
P015098,B20,s2,s4,CBK308613,3.9374558391176726,62.0
P015098,B20,s3,s5,CBK308613,4.07676159204523,65.0
P015098,B20,s4,s6,CBK308613,3.943931903217496,43.0
P015098,B20,s5,s8,CBK308613,4.158105411545551,61.0
P015098,D16,s1,s2,CBK308613,3.94459210265172,43.0
P015098,D16,s2,s4,CBK308613,4.234915825612573,61.0
P015098,D16,s3,s5,CBK308613,3.947153391170217,70.0
P015098,D16,s4,s6,CBK308613,4.073440459645763,27.0
P015098,D16,s5,s8,CBK308613,4.100226297172465,56.0
P015098,E18,s1,s2,CBK308613,3.869140547965928,34.0
P015098,E18,s2,s4,CBK308613,4.202547646190723,71.0
P015098,E18,s3,s5,CBK308613,4.081824920085396,63.0
P015098,E18,s4,s6,CBK308613,4.030243690782299,54.0
P015098,E18,s5,s8,CBK308613,4.199250548272461,103.0
P015098,D14,s1,s2,CBK308631,2.041118398485464,122.0
P015098,D14,s2,s4,CBK308631,1.0541150496046496,101.0
P015098,D14,s3,s5,CBK308631,0.8801320476909709,149.0
P015098,D14,s4,s6,CBK308631,0.9191925501440028,97.0
P015098,D14,s5,s8,CBK308631,0.9386275652980968,197.0
P015098,H08,s1,s2,CBK308631,1.3301965536709508,65.0
P015098,H08,s2,s4,CBK308631,0.6565916966363279,172.0
P015098,H08,s3,s5,CBK308631,1.2975084508784014,133.0
P015098,H08,s4,s6,CBK308631,0.9788311629951884,149.0
P015098,H08,s5,s8,CBK308631,0.5238740014005523,249.0
P015098,M10,s1,s2,CBK308631,0.8407442361543002,142.0
P015098,M10,s2,s4,CBK308631,0.6398322469953437,72.0
P015098,M10,s3,s5,CBK308631,0.9885811942696621,82.0
P015098,M10,s4,s6,CBK308631,0.8587861277837391,84.0
P015098,B15,s1,s2,CBK278120,4.931667756513979,17.0
P015098,B15,s2,s4,CBK278120,4.803425305140533,19.0
P015098,B15,s3,s5,CBK278120,4.989275882015597,18.0
P015098,B15,s4,s6,CBK278120,4.793947826388234,17.0
P015098,B15,s5,s8,CBK278120,5.3808992379380856,23.0
P015098,M16,s1,s2,CBK278120,5.143471610104059,24.0
P015098,M16,s2,s4,CBK278120,5.08341617670304,25.0
P015098,M16,s4,s6,CBK278120,4.354972617171649,16.0
P015098,N10,s1,s2,CBK278120,4.8158621241837505,20.0
P015098,N10,s2,s4,CBK278120,5.138429560185454,11.0
P015098,N10,s3,s5,CBK278120,3.5097139606052896,15.0
P015098,N10,s4,s6,CBK278120,3.1984221277398817,12.0
P015098,N10,s5,s8,CBK278120,4.407369747774967,21.0
P015098,C08,s1,s2,CBK289760,2.8397635681135203,51.0
P015098,C08,s2,s4,CBK289760,3.7059130234034647,80.0
P015098,C08,s3,s5,CBK289760,2.0968250927502488,106.0
P015098,C08,s4,s6,CBK289760,2.7095424065372797,57.0
P015098,C08,s5,s8,CBK289760,3.1564746296774953,99.0
P015098,G03,s1,s2,CBK289760,2.8319245547949348,38.0
P015098,G03,s2,s4,CBK289760,3.3118599185538864,73.0
P015098,G03,s3,s5,CBK289760,2.826838233704472,79.0
P015098,G03,s4,s6,CBK289760,3.3350873348902073,51.0
P015098,G03,s5,s8,CBK289760,2.6196810400312938,81.0
P015098,J16,s1,s2,CBK289760,2.5879649807052805,99.0
P015098,J16,s2,s4,CBK289760,2.009332845393128,70.0
P015098,J16,s3,s5,CBK289760,2.0891345762425404,102.0
P015098,J16,s4,s6,CBK289760,2.2577101601932044,66.0
P015098,J16,s5,s8,CBK289760,1.9828744187062877,50.0
P015098,H22,s1,s2,CBK303985,2.760726681625563,54.0
P015098,H22,s2,s4,CBK303985,3.590620604500016,79.0
P015098,H22,s3,s5,CBK303985,3.146014998767777,75.0
P015098,H22,s4,s6,CBK303985,2.8013739040891448,44.0
P015098,H22,s5,s8,CBK303985,3.4859129372320883,88.0
P015098,J09,s1,s2,CBK303985,2.519371204353325,101.0
P015098,J09,s2,s4,CBK303985,2.4508830926521896,57.0
P015098,J09,s3,s5,CBK303985,2.520646211470432,81.0
P015098,J09,s5,s8,CBK303985,2.3963970851832253,76.0
P015098,N20,s1,s2,CBK303985,4.0707599980105575,90.0
P015098,N20,s2,s4,CBK303985,3.0946591742676404,84.0
P015098,N20,s3,s5,CBK303985,3.1847213252723208,62.0
P015098,N20,s4,s6,CBK303985,3.1760912313724656,52.0
P015098,N20,s5,s8,CBK303985,2.9242757124619616,81.0
P015098,E16,s3,s5,CBK308819,3.9087994731976927,23.0
P015098,E16,s5,s8,CBK308819,5.147172703075593,19.0
P015098,H10,s2,s4,CBK308819,4.99172726825642,18.0
P015098,H10,s3,s5,CBK308819,5.041923733156857,19.0
P015098,J22,s1,s2,CBK308819,1.6105272262531052,9.0
P015098,F22,s1,s2,CBK200593,3.081401495633872,18.0
P015098,F22,s2,s4,CBK200593,3.2303099801988453,41.0
P015098,F22,s3,s5,CBK200593,3.2400554525071144,18.0
P015098,F22,s4,s6,CBK200593,3.1874498915701435,19.0
P015098,F22,s5,s8,CBK200593,3.75861065975068,21.0
P015098,G16,s1,s2,CBK200593,3.9611960039243055,36.0
P015098,G16,s2,s4,CBK200593,3.633581200302161,41.0
P015098,G16,s3,s5,CBK200593,3.89534480949798,27.0
P015098,G16,s4,s6,CBK200593,3.854196256905421,38.0
P015098,G16,s5,s8,CBK200593,3.723872903412372,32.0
P015098,H03,s1,s2,CBK200593,3.675654508823975,45.0
P015098,H03,s2,s4,CBK200593,3.8636421655138413,28.0
P015098,H03,s3,s5,CBK200593,3.404648892848103,21.0
P015098,H03,s4,s6,CBK200593,3.623289418424846,32.0
P015098,H03,s5,s8,CBK200593,3.972254303213064,36.0
P015098,D20,s1,s2,CBK308876,2.213500687901649,54.0
P015098,D20,s2,s4,CBK308876,3.232383175959262,145.0
P015098,D20,s3,s5,CBK308876,2.3824940179921588,70.0
P015098,D20,s4,s6,CBK308876,2.1365848345097627,59.0
P015098,D20,s5,s8,CBK308876,2.9521878681683877,179.0
P015098,G19,s1,s2,CBK308876,2.7673022880326923,119.0
P015098,G19,s2,s4,CBK308876,2.254892405020522,214.0
P015098,G19,s3,s5,CBK308876,2.6964250083532755,163.0
P015098,G19,s4,s6,CBK308876,3.2327215074075624,134.0
P015098,G19,s5,s8,CBK308876,3.2296330166375,80.0
P015098,K07,s1,s2,CBK308876,2.321411527079797,109.0
P015098,K07,s2,s4,CBK308876,1.9283954516039843,96.0
P015098,K07,s3,s5,CBK308876,1.4477718628435867,77.0
P015098,K07,s4,s6,CBK308876,2.5895788644271382,129.0
P015098,K07,s5,s8,CBK308876,2.2724138669403064,96.0
P015098,D22,s1,s2,CBK308880,1.5667074766726283,12.0
P015098,D22,s2,s4,CBK308880,3.57850161184786,24.0
P015098,D22,s3,s5,CBK308880,3.3651314545480497,33.0
P015098,D22,s4,s6,CBK308880,3.960986922171432,29.0
P015098,D22,s5,s8,CBK308880,3.6415082887136827,32.0
P015098,H07,s1,s2,CBK308880,3.9191063849555032,22.0
P015098,H07,s2,s4,CBK308880,3.3984732725299187,23.0
P015098,H07,s3,s5,CBK308880,3.646137126803304,30.0
P015098,H07,s4,s6,CBK308880,3.935389081243315,36.0
P015098,H07,s5,s8,CBK308880,3.8130839575838382,26.0
P015098,J11,s1,s2,CBK308880,3.6686344990624136,26.0
P015098,J11,s2,s4,CBK308880,3.124241502412401,29.0
P015098,J11,s3,s5,CBK308880,3.9941864853949407,33.0
P015098,J11,s4,s6,CBK308880,3.884027345349415,31.0
P015098,J11,s5,s8,CBK308880,3.708329228580848,35.0
P015098,J23,s2,s4,CBK308966,4.86266339717662,19.0
P015098,J23,s3,s5,CBK308966,4.345276015711911,11.0
P015098,J23,s4,s6,CBK308966,5.518679105851809,21.0
P015098,K14,s1,s2,CBK308966,4.579520392260506,12.0
P015098,K14,s2,s4,CBK308966,4.240956033532574,19.0
P015098,K14,s3,s5,CBK308966,4.2033924178789945,18.0
P015098,K14,s4,s6,CBK308966,4.815970978056237,18.0
P015098,K14,s5,s8,CBK308966,3.779562288552357,12.0
P015098,N21,s1,s2,CBK308966,3.8727426150538697,23.0
P015098,N21,s2,s4,CBK308966,4.561654606343545,17.0
P015098,N21,s3,s5,CBK308966,3.5036784657709403,12.0
P015098,N21,s4,s6,CBK308966,3.490921499319904,11.0
P015098,N21,s5,s8,CBK308966,5.198049612197867,15.0
P015098,I13,s1,s2,CBK309016,5.779355587159543,20.0
P015098,I13,s2,s4,CBK309016,4.323255722688085,17.0
P015098,I13,s3,s5,CBK309016,5.775655035320367,21.0
P015098,I13,s4,s6,CBK309016,5.078665288737549,19.0
P015098,I13,s5,s8,CBK309016,4.222243695382966,26.0
P015098,K12,s1,s2,CBK309016,5.246078995029545,15.0
P015098,K12,s2,s4,CBK309016,3.4947387637951333,11.0
P015098,K12,s3,s5,CBK309016,4.733950297173788,17.0
P015098,K12,s4,s6,CBK309016,5.0401081922638165,27.0
P015098,M04,s1,s2,CBK309016,4.665436689781673,24.0
P015098,M04,s2,s4,CBK309016,4.617535455183701,22.0
P015098,M04,s4,s6,CBK309016,5.421593140022299,15.0
P015098,M04,s5,s8,CBK309016,4.247624652191731,18.0
P015098,C05,s3,s5,CBK309020,,2.0
P015098,C16,s1,s2,CBK309021,5.704864648492247,0.0
P015098,C16,s2,s4,CBK309021,5.72622604755847,3.0
P015098,C16,s3,s5,CBK309021,5.544753959916995,3.0
P015098,C16,s4,s6,CBK309021,4.71177361435879,0.0
P015098,C16,s5,s8,CBK309021,5.695198224096659,1.0
P015098,D19,s1,s2,CBK309021,6.809070820592187,0.0
P015098,D19,s2,s4,CBK309021,5.133349261120012,4.0
P015098,D19,s3,s5,CBK309021,5.6174807399402,4.0
P015098,D19,s4,s6,CBK309021,4.18635716888152,0.0
P015098,D19,s5,s8,CBK309021,6.200569311728835,1.0
P015098,I08,s1,s2,CBK309021,6.314844944905374,2.0
P015098,I08,s2,s4,CBK309021,5.7257470075044905,1.0
P015098,I08,s3,s5,CBK309021,5.223298378216857,2.0
P015098,I08,s4,s6,CBK309021,5.822604178331035,1.0
P015098,I08,s5,s8,CBK309021,5.223068429109502,1.0
P015098,I23,s1,s2,CBK309040,3.9838928302392214,44.0
P015098,I23,s2,s4,CBK309040,3.821318786997344,50.0
P015098,I23,s3,s5,CBK309040,3.762041195070594,35.0
P015098,I23,s4,s6,CBK309040,3.7724128216689783,47.0
P015098,I23,s5,s8,CBK309040,3.751883761931029,28.0
P015098,N16,s1,s2,CBK309040,3.8850064398337474,51.0
P015098,N16,s2,s4,CBK309040,3.88061374847602,47.0
P015098,N16,s3,s5,CBK309040,3.848505172010228,47.0
P015098,N16,s4,s6,CBK309040,3.791633790011696,30.0
P015098,N16,s5,s8,CBK309040,3.8532002768770544,32.0
P015098,O09,s1,s2,CBK309040,3.9047722371991664,37.0
P015098,O09,s2,s4,CBK309040,3.9002955921089666,31.0
P015098,O09,s3,s5,CBK309040,3.8382731547146847,36.0
P015098,O09,s4,s6,CBK309040,3.8637889600206248,36.0
P015098,O09,s5,s8,CBK309040,3.8625659822132765,29.0
P015098,D13,s1,s2,CBK309049,2.537775721294492,58.0
P015098,D13,s2,s4,CBK309049,2.9480480018565065,168.0
P015098,D13,s3,s5,CBK309049,3.1145121996558665,153.0
P015098,D13,s4,s6,CBK309049,2.6612018917146427,71.0
P015098,D13,s5,s8,CBK309049,3.145229889163382,173.0
P015098,E15,s1,s2,CBK309049,2.641533939454398,105.0
P015098,E15,s2,s4,CBK309049,1.831857814610201,82.0
P015098,E15,s3,s5,CBK309049,2.9174707364835624,142.0
P015098,E15,s4,s6,CBK309049,3.289225446675476,134.0
P015098,E15,s5,s8,CBK309049,2.8590755492868434,157.0
P015098,I12,s1,s2,CBK309049,2.9273476537424723,132.0
P015098,I12,s2,s4,CBK309049,2.684002570087605,87.0
P015098,I12,s3,s5,CBK309049,2.7063930424168507,137.0
P015098,I12,s4,s6,CBK309049,3.305927137396321,109.0
P015098,I12,s5,s8,CBK309049,2.7450827397770983,108.0
P015098,C14,s1,s2,CBK309084,1.3694774631663478,116.0
P015098,C14,s2,s4,CBK309084,1.5851045571179403,66.0
P015098,C14,s3,s5,CBK309084,1.258042229347426,115.0
P015098,C14,s4,s6,CBK309084,1.2470689829517003,83.0
P015098,C14,s5,s8,CBK309084,0.6708078237263133,142.0
P015098,F10,s1,s2,CBK309084,0.6173123311203965,128.0
P015098,F10,s2,s4,CBK309084,1.094714760558578,88.0
P015098,F10,s3,s5,CBK309084,0.8725738001311885,135.0
P015098,F10,s4,s6,CBK309084,1.1169824054786677,160.0
P015098,N18,s1,s2,CBK309084,0.6392172973991324,119.0
P015098,N18,s2,s4,CBK309084,1.3351980980445892,120.0
P015098,N18,s3,s5,CBK309084,1.5087522742869464,101.0
P015098,N18,s4,s6,CBK309084,0.1747604446224592,91.0
P015098,N18,s5,s8,CBK309084,0.8766511576595803,72.0
P015098,D04,s2,s4,CBK309265,3.1372836168260663,14.0
P015098,D04,s3,s5,CBK309265,3.6235976579109663,12.0
P015098,D04,s4,s6,CBK309265,3.8409791136434714,12.0
P015098,D04,s5,s8,CBK309265,2.6966658387951297,11.0
P015098,M05,s1,s2,CBK309265,3.3855944525690638,15.0
P015098,M05,s4,s6,CBK309265,2.8596902096635475,12.0
P015098,O17,s3,s5,CBK309265,3.246842072253576,11.0
P015098,I22,s1,s2,CBK309391,5.290479134194165,18.0
P015098,I22,s2,s4,CBK309391,5.617081051484781,27.0
P015098,I22,s3,s5,CBK309391,4.836375197261642,12.0
P015098,I22,s4,s6,CBK309391,5.46488282791246,22.0
P015098,I22,s5,s8,CBK309391,5.109103208342992,17.0
P015098,J15,s1,s2,CBK309391,5.47026966417075,30.0
P015098,J15,s2,s4,CBK309391,4.6674138680277695,29.0
P015098,J15,s3,s5,CBK309391,4.837169993215143,29.0
P015098,J15,s4,s6,CBK309391,4.623972440093052,33.0
P015098,J15,s5,s8,CBK309391,4.98584442930949,23.0
P015098,K16,s1,s2,CBK309391,4.811538268946633,25.0
P015098,K16,s2,s4,CBK309391,4.90139722773329,29.0
P015098,K16,s3,s5,CBK309391,4.582469229946815,36.0
P015098,K16,s4,s6,CBK309391,4.412242383770309,32.0
P015098,K16,s5,s8,CBK309391,4.755655901482925,38.0
P015098,D10,s1,s2,CBK200898,4.984072903970348,23.0
P015098,D10,s2,s4,CBK200898,4.435466598242032,15.0
P015098,D10,s3,s5,CBK200898,5.312449708613577,21.0
P015098,D10,s4,s6,CBK200898,5.477958762945549,28.0
P015098,D10,s5,s8,CBK200898,5.584115130289298,32.0
P015098,K06,s1,s2,CBK200898,5.069812975210769,44.0
P015098,K06,s2,s4,CBK200898,3.921595059341565,20.0
P015098,K06,s3,s5,CBK200898,5.364813658226658,20.0
P015098,K06,s4,s6,CBK200898,5.280337674490949,31.0
P015098,K06,s5,s8,CBK200898,4.442049722390534,22.0
P015098,M21,s1,s2,CBK200898,6.266429171460117,27.0
P015098,M21,s2,s4,CBK200898,5.470563145990446,37.0
P015098,M21,s3,s5,CBK200898,6.5917721305905905,21.0
P015098,M21,s5,s8,CBK200898,5.0042185816535545,19.0
P015098,D08,s1,s2,CBK277937,4.299860485608302,25.0
P015098,D08,s2,s4,CBK277937,5.0778791980582865,31.0
P015098,D08,s3,s5,CBK277937,4.937407530792816,23.0
P015098,D08,s4,s6,CBK277937,5.048134572383424,33.0
P015098,D08,s5,s8,CBK277937,5.931156606724464,43.0
P015098,J13,s1,s2,CBK277937,5.289631438615921,32.0
P015098,J13,s2,s4,CBK277937,5.612910793448528,31.0
P015098,J13,s3,s5,CBK277937,5.75732949183119,37.0
P015098,J13,s4,s6,CBK277937,4.352816785071367,26.0
P015098,J13,s5,s8,CBK277937,5.466150753311892,33.0
P015098,M03,s1,s2,CBK277937,4.3105121352725915,23.0
P015098,M03,s2,s4,CBK277937,5.84827448058409,25.0
P015098,M03,s3,s5,CBK277937,3.500739717171521,17.0
P015098,M03,s4,s6,CBK277937,6.5059642270156886,22.0
P015098,M03,s5,s8,CBK277937,4.346002988034871,14.0
P015098,C04,s1,s2,CBK277909,4.575269916029535,0.0
P015098,C04,s2,s4,CBK277909,4.652552595856265,1.0
P015098,C04,s3,s5,CBK277909,3.146617107323378,1.0
P015098,C04,s4,s6,CBK277909,5.194325370036326,0.0
P015098,G13,s1,s2,CBK277909,4.736195426896091,1.0
P015098,G13,s2,s4,CBK277909,4.591996295885038,0.0
P015098,G13,s3,s5,CBK277909,4.696579305754126,0.0
P015098,G13,s4,s6,CBK277909,5.056991007708291,1.0
P015098,G13,s5,s8,CBK277909,5.580817542574699,0.0
P015098,K03,s3,s5,CBK277909,5.55698023415991,0.0
P015098,K03,s4,s6,CBK277909,4.967646277507993,0.0
P015098,K03,s5,s8,CBK277909,4.040436702196063,0.0
P015098,B11,s1,s2,CBK290529,4.8405398243723035,42.0
P015098,B11,s2,s4,CBK290529,3.7822389346723857,40.0
P015098,B11,s3,s5,CBK290529,4.512925386676644,55.0
P015098,B11,s4,s6,CBK290529,4.12985013805426,42.0
P015098,B11,s5,s8,CBK290529,4.979422086553754,50.0
P015098,J02,s1,s2,CBK290529,3.5365409708226365,47.0
P015098,J02,s2,s4,CBK290529,3.913620940108474,26.0
P015098,J02,s3,s5,CBK290529,3.6155535738986466,40.0
P015098,J02,s4,s6,CBK290529,4.193744448142352,59.0
P015098,J02,s5,s8,CBK290529,4.068511470793691,31.0
P015098,O04,s1,s2,CBK290529,2.896083234417744,44.0
P015098,O04,s2,s4,CBK290529,3.7367017166522487,25.0
P015098,O04,s3,s5,CBK290529,4.343567440339397,38.0
P015098,O04,s5,s8,CBK290529,4.2387810814770415,35.0
P015098,B05,s2,s4,CBK290588,2.2091748172686096,114.0
P015098,B05,s5,s8,CBK290588,1.7938691190570315,167.0
P015098,G02,s1,s2,CBK290588,1.971759556606544,119.0
P015098,G02,s2,s4,CBK290588,2.047470088305825,78.0
P015098,G02,s3,s5,CBK290588,2.0138825383209658,139.0
P015098,G02,s5,s8,CBK290588,2.317756220615129,145.0
P015098,N19,s1,s2,CBK290588,2.251058888396324,148.0
P015098,N19,s2,s4,CBK290588,2.1453671324729338,152.0
P015098,N19,s3,s5,CBK290588,2.4360898621797027,121.0
P015098,N19,s4,s6,CBK290588,0.6966037184631951,46.0
P015098,N19,s5,s8,CBK290588,2.0981602004979654,78.0
P015098,F02,s1,s2,CBK309437,4.451913369684125,23.0
P015098,F02,s2,s4,CBK309437,4.864615400039233,17.0
P015098,F02,s3,s5,CBK309437,4.5201415693599465,25.0
P015098,F02,s4,s6,CBK309437,5.164982279417858,22.0
P015098,F02,s5,s8,CBK309437,4.437740212673167,18.0
P015098,J21,s1,s2,CBK309437,4.643588379308941,21.0
P015098,J21,s2,s4,CBK309437,4.471710712973195,43.0
P015098,J21,s3,s5,CBK309437,4.511649095134822,16.0
P015098,J21,s5,s8,CBK309437,4.7506656668417016,11.0
P015098,K09,s2,s4,CBK309437,5.2910982921836665,27.0
P015098,K09,s3,s5,CBK309437,3.869942090534901,18.0
P015098,K09,s4,s6,CBK309437,3.6766583428665753,17.0
P015098,K09,s5,s8,CBK309437,4.379793457440679,19.0
P015098,H16,s1,s2,CBK290683,3.621614371337236,39.0
P015098,H16,s2,s4,CBK290683,3.4581953285638773,20.0
P015098,H16,s3,s5,CBK290683,4.022649098408775,29.0
P015098,H16,s4,s6,CBK290683,3.757398478408538,34.0
P015098,H16,s5,s8,CBK290683,3.8806952493225495,19.0
P015098,K15,s1,s2,CBK290683,3.4955151794660217,39.0
P015098,K15,s2,s4,CBK290683,3.6376286036449046,43.0
P015098,K15,s3,s5,CBK290683,3.5006648625926613,29.0
P015098,K15,s4,s6,CBK290683,3.211795475184384,18.0
P015098,K15,s5,s8,CBK290683,3.91922621882448,23.0
P015098,O21,s1,s2,CBK290683,3.2172740656879197,31.0
P015098,O21,s2,s4,CBK290683,3.5956886857226165,25.0
P015098,O21,s3,s5,CBK290683,2.396249969504069,14.0
P015098,O21,s4,s6,CBK290683,3.3944442947861897,16.0
P015098,O21,s5,s8,CBK290683,4.106568529770427,26.0
P015098,G23,s1,s2,CBK201030,0.5900708494668253,154.0
P015098,G23,s2,s4,CBK201030,0.29944162826594706,168.0
P015098,G23,s3,s5,CBK201030,0.5141077870238138,120.0
P015098,G23,s4,s6,CBK201030,0.955966071249566,85.0
P015098,G23,s5,s8,CBK201030,1.1690974998111223,103.0
P015098,H18,s1,s2,CBK201030,1.075397037398922,72.0
P015098,H18,s2,s4,CBK201030,0.863897245415814,180.0
P015098,H18,s3,s5,CBK201030,0.7275283418595717,130.0
P015098,H18,s4,s6,CBK201030,0.7800423772442902,90.0
P015098,H18,s5,s8,CBK201030,0.6474855427728211,82.0
P015098,L04,s1,s2,CBK201030,0.10489400614605464,170.0
P015098,L04,s2,s4,CBK201030,0.18088999369481287,98.0
P015098,L04,s3,s5,CBK201030,0.3387810919256489,130.0
P015098,L04,s4,s6,CBK201030,-0.04279414281563322,140.0
P015098,L04,s5,s8,CBK201030,0.4929727870086946,98.0
P015098,C11,s1,s2,CBK200945,0.7485728103350439,63.0
P015098,C11,s2,s4,CBK200945,0.3263063411872553,95.0
P015098,C11,s3,s5,CBK200945,-0.1236401569759666,101.0
P015098,C11,s4,s6,CBK200945,0.8405188082550281,88.0
P015098,C11,s5,s8,CBK200945,0.4215679417554741,121.0
P015098,L22,s1,s2,CBK200945,1.0956984243893686,102.0
P015098,L22,s2,s4,CBK200945,1.0606483428989844,103.0
P015098,L22,s3,s5,CBK200945,1.1714285887814062,64.0
P015098,L22,s4,s6,CBK200945,0.09132107362595968,62.0
P015098,L22,s5,s8,CBK200945,1.1779479682192389,70.0
P015098,M18,s1,s2,CBK200945,0.9679910162754466,134.0
P015098,M18,s2,s4,CBK200945,0.8280991179067068,156.0
P015098,M18,s3,s5,CBK200945,1.2760133107616485,111.0
P015098,M18,s4,s6,CBK200945,1.6611186592576157,88.0
P015098,M18,s5,s8,CBK200945,0.7625152101480857,63.0
P015098,D21,s1,s2,CBK309466,3.298919189918674,87.0
P015098,D21,s2,s4,CBK309466,2.999635530950444,147.0
P015098,D21,s3,s5,CBK309466,3.081227049650336,106.0
P015098,D21,s4,s6,CBK309466,1.5813769522709635,104.0
P015098,D21,s5,s8,CBK309466,2.893231527346848,167.0
P015098,E13,s1,s2,CBK309466,2.6716329491918,81.0
P015098,E13,s2,s4,CBK309466,3.9754200615408535,118.0
P015098,E13,s3,s5,CBK309466,2.6081613673306605,117.0
P015098,E13,s4,s6,CBK309466,2.5099218099369613,84.0
P015098,E13,s5,s8,CBK309466,3.369267654717373,172.0
P015098,F12,s1,s2,CBK309466,3.2195764744175426,126.0
P015098,F12,s2,s4,CBK309466,3.4785627653006657,138.0
P015098,F12,s3,s5,CBK309466,3.825271965727576,140.0
P015098,F12,s4,s6,CBK309466,2.933516685493585,135.0
P015098,F12,s5,s8,CBK309466,3.2456873862126936,202.0
P015098,D05,s1,s2,CBK309538,0.8938876253334787,100.0
P015098,D05,s2,s4,CBK309538,0.565815709910403,106.0
P015098,D05,s3,s5,CBK309538,1.1207406513233007,124.0
P015098,D05,s4,s6,CBK309538,1.2003008229508922,125.0
P015098,D05,s5,s8,CBK309538,0.7193111471860298,158.0
P015098,G06,s1,s2,CBK309538,1.0802993734161808,108.0
P015098,G06,s2,s4,CBK309538,0.6213203640054501,92.0
P015098,G06,s5,s8,CBK309538,0.2811891366256337,144.0
P015098,I16,s1,s2,CBK309538,0.7653715739250995,124.0
P015098,I16,s2,s4,CBK309538,0.8798245040438799,127.0
P015098,I16,s3,s5,CBK309538,0.965725346284249,125.0
P015098,I16,s4,s6,CBK309538,1.39697640032201,134.0
P015098,I16,s5,s8,CBK309538,0.7177673172867534,124.0
P015098,C10,s1,s2,CBK309601,4.978516542538574,26.0
P015098,C10,s2,s4,CBK309601,4.686244953105913,59.0
P015098,C10,s3,s5,CBK309601,4.833118952577184,41.0
P015098,C10,s5,s8,CBK309601,4.289937184451879,63.0
P015098,F20,s1,s2,CBK309601,4.930999715873906,53.0
P015098,F20,s2,s4,CBK309601,5.765308775174272,65.0
P015098,F20,s3,s5,CBK309601,4.457361974228705,40.0
P015098,F20,s4,s6,CBK309601,4.945734738837615,33.0
P015098,F20,s5,s8,CBK309601,5.3088350256047985,36.0
P015098,O15,s1,s2,CBK309601,5.345787614204206,47.0
P015098,O15,s2,s4,CBK309601,4.952416755853264,42.0
P015098,O15,s3,s5,CBK309601,5.127871236002352,30.0
P015098,O15,s4,s6,CBK309601,4.7239939829260535,36.0
P015098,O15,s5,s8,CBK309601,5.051048526604425,46.0
P015098,C06,s1,s2,CBK309639,0.8395342981975285,92.0
P015098,C06,s2,s4,CBK309639,-0.4072215503520563,112.0
P015098,C06,s3,s5,CBK309639,0.7953976262531317,99.0
P015098,C06,s4,s6,CBK309639,0.5827045728786695,98.0
P015098,C06,s5,s8,CBK309639,0.2074781708978264,157.0
P015098,F23,s1,s2,CBK309639,0.524506679952318,86.0
P015098,F23,s2,s4,CBK309639,0.7770309127771998,121.0
P015098,F23,s3,s5,CBK309639,0.4505839068045388,70.0
P015098,F23,s4,s6,CBK309639,0.5301954542642275,83.0
P015098,F23,s5,s8,CBK309639,0.3064475553787405,109.0
P015098,L10,s1,s2,CBK309639,0.9775637432817268,155.0
P015098,L10,s2,s4,CBK309639,0.7620947191170768,112.0
P015098,L10,s3,s5,CBK309639,0.4808831958276432,106.0
P015098,L10,s4,s6,CBK309639,0.6205817077305473,115.0
P015098,L10,s5,s8,CBK309639,0.576450909443914,124.0
P015098,G21,s1,s2,CBK011613,1.9059914193458585,116.0
P015098,G21,s2,s4,CBK011613,2.0456983555803703,240.0
P015098,G21,s3,s5,CBK011613,2.3160284349525444,94.0
P015098,G21,s4,s6,CBK011613,2.140795140173604,107.0
P015098,G21,s5,s8,CBK011613,2.566923196113028,163.0
P015098,J06,s2,s4,CBK011613,2.300370775432879,94.0
P015098,J06,s5,s8,CBK011613,2.0984541969971384,166.0
P015098,K19,s1,s2,CBK011613,1.4170756090569814,139.0
P015098,K19,s2,s4,CBK011613,1.552671203838436,182.0
P015098,K19,s3,s5,CBK011613,2.2740975914079726,106.0
P015098,K19,s4,s6,CBK011613,0.2947157959875141,52.0
P015098,K19,s5,s8,CBK011613,1.793815374521544,50.0
P015098,E08,s1,s2,CBK309655,5.446941162188892,40.0
P015098,E08,s2,s4,CBK309655,5.710246621049612,51.0
P015098,E08,s5,s8,CBK309655,6.670879783259123,63.0
P015098,F09,s1,s2,CBK309655,6.598990176217115,42.0
P015098,F09,s2,s4,CBK309655,4.2818184625759415,29.0
P015098,F09,s3,s5,CBK309655,6.314520579162518,51.0
P015098,F09,s4,s6,CBK309655,7.040838405362088,40.0
P015098,F09,s5,s8,CBK309655,6.334692488164449,39.0
P015098,M17,s1,s2,CBK309655,7.009734930673451,53.0
